generation,car,x,y
,6,1576.0593704518722,812.1304693245174
,6,1579.1651989931024,800.5393594090486
,6,1582.2710275343327,788.9482494935799
,6,1585.376856075563,777.3571395781111
,6,1588.4826846167932,765.7660296626423
,6,1591.5885131580235,754.1749197471735
,6,1591.5885131580235,742.1749197471735
,6,1591.5885131580235,730.1749197471735
,6,1591.5885131580235,718.1749197471735
,6,1591.5885131580235,706.1749197471735
,6,1591.5885131580235,694.1749197471735
,6,1591.5885131580235,682.1749197471735
,6,1591.5885131580235,670.1749197471735
,6,1591.5885131580235,658.1749197471735
,6,1591.5885131580235,646.1749197471735
,6,1591.5885131580235,634.1749197471735
,6,1588.4826846167932,622.5838098317047
,6,1585.376856075563,610.9926999162359
,6,1579.376856075563,600.6003950708226
,6,1573.376856075563,590.2080902254094
,6,1567.376856075563,579.8157853799961
,6,1561.376856075563,569.4234805345828
,6,1552.8915747013243,560.9381991603443
,6,1542.499269855911,554.9381991603443
,24,850.0,920.0
,24,869.3185165257813,914.8236190979496
,24,886.63902460147,904.8236190979496
,24,905.9575411272514,899.6472381958993
,24,925.9575411272514,899.6472381958993
,24,945.2760576530327,894.4708572938489
,24,965.2760576530327,894.4708572938489
,24,984.594574178814,899.6472381958993
,24,1004.594574178814,899.6472381958993
,24,1023.9130907045953,904.8236190979496
,24,1043.9130907045953,904.8236190979496
,24,1063.2316072303768,899.6472381958993
,24,1080.5521153060656,889.6472381958993
,24,1094.6942509297965,875.5051025721683
,24,1112.0147590054853,865.5051025721683
,24,1126.1568946292161,851.3629669484374
,24,1143.477402704905,841.3629669484374
,24,1162.7959192306864,836.186586046387
,24,1182.7959192306864,836.186586046387
,24,1202.1144357564679,841.3629669484374
,24,1222.1144357564679,841.3629669484374
,24,1241.4329522822493,846.5393478504877
,24,1258.7534603579381,856.5393478504877
,24,1278.0719768837196,861.7157287525381
,24,1295.3924849594084,871.7157287525381
,24,1309.5346205831395,885.857864376269
,24,1319.5346205831395,903.1783724519578
,24,1333.6767562068706,917.3205080756887
,24,1350.9972642825594,927.3205080756887
,24,1370.3157808083408,932.4968889777391
,24,1387.6362888840297,942.4968889777391
,24,1405.8228223635028,952.9968889777391
,24,1426.1072647155734,958.432088924892
,24,1447.1072647155734,958.432088924892
,24,1467.391707067644,952.9968889777391
,24,1485.578240547117,942.4968889777391
,24,1505.8626828991876,937.0616890305862
,24,1527.113051077547,931.3676700383307
,24,1546.1656099608047,920.3676700383307
,24,1561.7219591469086,904.8113208522267
,24,1572.7219591469086,885.758761968969
,24,1578.415978139164,864.5083937906095
,24,1589.415978139164,845.4558349073518
,24,1595.1099971314195,824.2054667289923
,24,1595.1099971314195,802.2054667289923
,24,1600.804016123675,780.9550985506328
,24,1600.804016123675,758.9550985506328
,24,1606.4980351159304,737.7047303722733
,24,1606.4980351159304,715.7047303722733
,24,1600.804016123675,694.4543621939138
,24,1600.804016123675,672.4543621939138
,24,1606.4980351159304,651.2039940155543
,24,1606.4980351159304,629.2039940155543
,24,1600.804016123675,607.9536258371947
,24,1600.804016123675,585.9536258371947
,24,1595.1099971314195,564.7032576588352
,24,1589.1571590940616,542.4869636541866
,24,1582.945502011601,519.304743823249
,24,1576.4750258840381,495.1565981660224
,24,1569.7457307113725,470.0425266825066
,24,1556.7457307113725,447.5258661841112
,24,1538.3609544005224,429.14108987326097
,24,1515.844293902127,416.14108987326097
,24,1490.7302224186112,409.4117947005954
,24,1464.7302224186112,409.4117947005954
,24,1439.6161509350954,416.14108987326097
,24,1417.0994904367,429.14108987326097
,24,1398.71471412585,447.5258661841112
,24,1376.1980536274546,460.5258661841112
,24,1351.0839821439388,467.25516135677674
,24,1325.0839821439388,467.25516135677674
,24,1299.969910660423,460.5258661841112
,24,1273.969910660423,460.5258661841112
,24,1248.8558391769072,453.7965710114456
,24,1226.3391786785119,440.7965710114456
,24,1207.9544023676617,422.4117947005954
,24,1194.9544023676617,399.8951342022
,24,1188.225107194996,374.7810627186842
,24,1175.225107194996,352.2644022202888
,24,1168.4958120223305,327.150330736773
,24,1162.801793030075,305.8999625584135
,24,1162.801793030075,283.8999625584135
,24,1162.801793030075,260.8999625584135
,24,1162.801793030075,236.8999625584135
,24,1162.801793030075,211.8999625584135
,24,1156.331316902512,187.7518169011868
,24,1149.6020217298465,162.63774541767103
,24,1136.6020217298465,140.12108491927563
,24,1118.2172454189963,121.73630860842539
,24,1095.700584920601,108.73630860842539
,24,1070.5865134370852,102.00701343575984
,24,1044.5865134370852,102.00701343575984
,24,1019.4724419535694,108.73630860842539
,24,996.955781455174,121.73630860842539
,24,971.8417099716582,128.46560378109095
,24,945.8417099716582,128.46560378109095
,24,920.7276384881425,135.1948989537565
,24,894.7276384881425,135.1948989537565
,24,869.6135670046267,141.92419412642207
,24,843.6135670046267,141.92419412642207
,24,818.4994955211109,135.19489895375654
,24,792.4994955211109,135.19489895375654
,24,767.3854240375952,128.465603781091
,24,741.3854240375952,128.465603781091
,24,716.2713525540794,135.19489895375656
,24,690.2713525540794,135.19489895375656
,24,665.1572810705636,128.46560378109103
,24,639.1572810705636,128.46560378109103
,24,614.0432095870478,121.73630860842549
,24,588.0432095870478,121.73630860842549
,24,562.9291381035321,115.00701343575994
,24,536.9291381035321,115.00701343575994
,24,511.8150666200163,108.2777182630944
,24,485.8150666200163,108.2777182630944
,24,460.7009951365005,101.54842309042886
,24,439.450626958141,95.8544040981734
,24,422.06396208493777,91.19566128632803
,24,406.4755048168179,82.19566128632803
,24,389.08883994361463,77.53691847448266
,24,371.08883994361463,77.53691847448266
,24,353.7021750704114,82.19566128632803
,24,338.1137178022915,91.19566128632803
,24,320.72705292908825,95.8544040981734
,24,302.37446222959596,100.7719659551213
,24,283.0559457038146,105.94834685717173
,24,262.7715033517442,111.38354680432467
,24,244.58496987227096,121.88354680432467
,24,229.73572746735346,136.73278920924216
,24,219.23572746735346,154.91932268871537
,24,213.80052752020052,175.2037650407858
,24,213.80052752020052,196.2037650407858
,24,219.23572746735346,216.48820739285625
,24,229.73572746735346,234.67474087232947
,24,235.1709274145064,254.9591832243999
,24,245.6709274145064,273.1457167038731
,24,251.10612736165933,293.43015905594353
,24,261.60612736165933,311.61669253541675
,24,267.04132730881224,331.90113488748716
,24,272.7353463010677,353.15150306584667
,24,278.6881843384257,375.3677970704952
,24,284.89984142088616,398.55001690143285
,24,296.89984142088616,419.3346265922594
,24,313.8704041693633,436.30518934073655
,24,334.65501386018985,448.30518934073655
,24,357.8372336911275,454.516846423197
,24,381.8372336911275,454.516846423197
,24,405.01945352206513,448.30518934073655
,24,425.80406321289166,436.30518934073655
,24,448.9862830438293,430.09353225827607
,24,469.77089273465583,418.09353225827607
,24,492.95311256559347,411.8818751758156
,24,516.9531125655935,411.8818751758156
,24,540.1353323965311,418.09353225827607
,24,564.1353323965311,418.09353225827607
,24,587.3175522274687,424.30518934073655
,24,608.1021619182952,436.30518934073655
,24,625.0727246667724,453.2757520892137
,24,637.0727246667724,474.06036178004024
,24,643.2843817492329,497.2425816109779
,24,643.2843817492329,521.2425816109778
,24,637.0727246667724,544.4248014419154
,24,625.0727246667724,565.2094111327419
,24,608.1021619182952,582.1799738812191
,24,596.1021619182952,602.9645835720456
,24,579.1315991698181,619.9351463205228
,24,558.3469894789915,631.9351463205228
,24,535.164769648054,638.1468034029833
,24,514.3801599572274,650.1468034029833
,24,491.1979401262898,656.3584604854439
,24,470.41333043546325,668.3584604854439
,24,447.2311106045256,674.5701175679044
,24,423.08296494729893,681.0405936954675
,24,397.96889346378316,687.769888868133
,24,375.45223296538774,700.769888868133
,24,357.0674566545375,719.1546651789832
,24,344.0674566545375,741.6713256773786
,24,337.33816148187196,766.7853971608944
,24,337.33816148187196,792.7853971608944
,24,344.0674566545375,817.8994686444101
,24,357.0674566545375,840.4161291428055
,24,375.45223296538774,858.8009054536558
,24,397.96889346378316,871.8009054536558
,24,423.08296494729893,878.5302006263213
,24,449.08296494729893,878.5302006263213
,24,474.1970364308147,871.8009054536558
,24,500.1970364308147,871.8009054536558
,24,525.3111079143305,865.0716102809903
,24,551.3111079143305,865.0716102809903
,24,576.4251793978463,871.8009054536558
,24,602.4251793978463,871.8009054536558
,24,627.539250881362,878.5302006263213
,24,653.539250881362,878.5302006263213
,24,678.6533223648778,885.2594957989868
,24,704.6533223648778,885.2594957989868
,24,729.7673938483936,891.9887909716523
,24,755.7673938483936,891.9887909716523
,24,780.8814653319093,898.7180861443178
,24,806.8814653319093,898.7180861443178
,24,831.9955368154251,891.9887909716523
,24,857.9955368154251,891.9887909716523
,24,883.1096082989409,885.2594957989868
,24,909.1096082989409,885.2594957989868
,24,934.2236797824567,891.9887909716523
,24,956.740340280852,904.9887909716523
,24,981.8544117643678,911.7180861443178
,24,1007.8544117643678,911.7180861443178
,24,1032.9684832478836,904.9887909716523
,24,1055.485143746279,891.9887909716523
,24,1073.869920057129,873.604014660802
,24,1096.3865805555245,860.604014660802
,24,1114.7713568663746,842.2192383499518
,24,1137.28801736477,829.2192383499518
,24,1162.4020888482858,822.4899431772862
,24,1188.4020888482858,822.4899431772862
,24,1213.5161603318015,829.2192383499518
,24,1236.032820830197,842.2192383499518
,24,1261.1468923137127,848.9485335226173
,24,1283.663552812108,861.9485335226173
,24,1302.0483291229582,880.3333098334675
,24,1315.0483291229582,902.8499703318629
,24,1333.4331054338084,921.2347466427132
,24,1355.9497659322037,934.2347466427132
,24,1381.0638374157195,940.9640418153787
,24,1402.3142055940789,946.6580608076341
,24,1419.7008704672821,951.3168036194795
,24,1437.7008704672821,951.3168036194795
,24,1455.0875353404854,946.6580608076341
,24,1473.0875353404854,946.6580608076341
,24,1490.4742002136886,941.9993179957887
,24,1508.826790913181,937.0817561388408
,24,1528.1453074389624,931.9053752367904
,24,1545.4658155146512,921.9053752367904
,24,1559.6079511383823,907.7632396130595
,24,1569.6079511383823,890.4427315373707
,24,1574.7843320404327,871.1242150115894
,24,1584.7843320404327,853.8037069359007
,24,1589.960712942483,834.4851904101193
,24,1589.960712942483,814.4851904101193
,24,1595.1370938445334,795.166673884338
,24,1595.1370938445334,775.166673884338
,24,1600.3134747465838,755.8481573585567
,24,1600.3134747465838,735.8481573585567
,24,1605.4898556486341,716.5296408327754
,24,1605.4898556486341,696.5296408327754
,24,1600.3134747465838,677.2111243069941
,24,1600.3134747465838,657.2111243069941
,24,1605.4898556486341,637.8926077812127
,24,1605.4898556486341,617.8926077812127
,24,1600.3134747465838,598.5740912554314
,24,1596.1723700249433,583.1192780348064
,24,1596.1723700249433,567.1192780348064
,24,1592.031265303303,551.6644648141813
,24,1587.63134153656,535.2437257672672
,24,1582.9725987247148,517.8570608940639
,24,1578.0550368677668,499.50447019457164
,24,1572.8786559657165,480.18595366879026
,24,1562.8786559657165,462.86544559310147
,24,1548.7365203419856,448.7233099693705
,24,1531.4160122662968,438.7233099693705
,24,1512.0974957405153,433.5469290673201
,24,1492.0974957405153,433.5469290673201
,24,1472.778979214734,438.7233099693705
,24,1455.458471139045,448.7233099693705
,24,1436.1399546132636,453.89969087142094
,24,1418.8194465375748,463.89969087142094
,24,1399.5009300117933,469.07607177347137
,24,1379.5009300117933,469.07607177347137
,24,1360.182413486012,474.2524526755218
,24,1340.182413486012,474.2524526755218
,24,1320.8638969602305,479.4288335775722
,24,1300.8638969602305,479.4288335775722
,24,1281.545380434449,474.2524526755218
,24,1264.2248723587602,464.2524526755218
,24,1250.0827367350294,450.11031705179084
,24,1232.7622286593405,440.11031705179084
,24,1218.6200930356097,425.9681814280599
,24,1208.6200930356097,408.6476733523711
,24,1203.4437121335593,389.3291568265897
,24,1193.4437121335593,372.00864875090093
,24,1188.267331231509,352.69013222511956
,24,1188.267331231509,332.69013222511956
,24,1188.267331231509,316.69013222511956
,24,1184.1262265098685,301.23531900449444
