car,racing_line
8,"[[849.3185165257813, 914.8236190979496], [866.63902460147, 904.8236190979496], [880.4954310620211, 896.8236190979496], [890.8877359074344, 890.8236190979496], [901.2800407528476, 884.8236190979496], [911.6723455982609, 878.8236190979496], [922.0646504436742, 872.8236190979496]]"
9,"[[850.0, 920.0], [871.0, 920.0], [893.0, 920.0], [916.0, 920.0], [940.0, 920.0], [965.0, 920.0], [991.0, 920.0], [1018.0, 920.0], [1046.0, 920.0], [1075.0, 920.0], [1105.0, 920.0]]"
7,"[[850.0, 920.0], [866.0, 920.0], [878.0, 920.0], [890.0, 920.0], [902.0, 920.0], [914.0, 920.0], [926.0, 920.0], [938.0, 920.0], [950.0, 920.0], [962.0, 920.0], [974.0, 920.0], [986.0, 920.0], [998.0, 920.0], [1010.0, 920.0], [1022.0, 920.0], [1034.0, 920.0], [1046.0, 920.0], [1058.0, 920.0], [1070.0, 920.0], [1082.0, 920.0]]"
5,"[[849.3185165257813, 914.8236190979496], [864.7733297464064, 910.6825143763093], [876.3644396618752, 907.576685835079], [887.955549577344, 904.4708572938488], [899.5466594928128, 901.3650287526185], [911.1377694082815, 898.2592002113882], [922.7288793237503, 895.153371670158], [934.3199892392191, 892.0475431289277], [945.9110991546879, 888.9417145876974], [957.5022090701567, 885.8358860464672], [969.0933189856255, 882.7300575052369], [980.6844289010943, 879.6242289640066], [992.2755388165631, 876.5184004227764], [1003.8666487320319, 873.4125718815461], [1015.4577586475007, 870.3067433403158], [1027.0488685629696, 867.2009147990856], [1038.6399784784385, 864.0950862578553], [1050.2310883939074, 860.989257716625], [1061.8221983093763, 857.8834291753948], [1073.4133082248452, 854.7776006341645], [1085.004418140314, 851.6717720929342], [1096.595528055783, 848.565943551704], [1108.186637971252, 845.4601150104737], [1119.7777478867208, 842.3542864692434], [1131.3688578021897, 839.2484579280132], [1142.9599677176586, 836.1426293867829], [1154.5510776331275, 833.0368008455526], [1166.1421875485964, 829.9309723043224], [1177.7332974640653, 826.8251437630921], [1189.3244073795343, 823.7193152218618], [1200.9155172950032, 820.6134866806316], [1212.506627210472, 817.5076581394013], [1224.097737125941, 814.401829598171], [1235.6888470414099, 811.2960010569408], [1247.2799569568788, 808.1901725157105], [1258.8710668723477, 805.0843439744802], [1270.4621767878166, 801.97851543325], [1282.0532867032855, 798.8726868920197], [1294.0532867032855, 798.8726868920197]]"
4,"[[849.3185165257813, 914.8236190979496], [864.7733297464064, 910.6825143763093], [876.3644396618752, 907.576685835079], [887.955549577344, 904.4708572938488], [899.5466594928128, 901.3650287526185], [911.1377694082815, 898.2592002113882], [922.7288793237503, 895.153371670158], [934.3199892392191, 892.0475431289277], [945.9110991546879, 888.9417145876974], [957.5022090701567, 885.8358860464672], [969.0933189856255, 882.7300575052369], [980.6844289010943, 879.6242289640066], [992.2755388165631, 876.5184004227764], [1003.8666487320319, 873.4125718815461], [1015.4577586475007, 870.3067433403158], [1027.0488685629696, 867.2009147990856], [1038.6399784784385, 864.0950862578553], [1050.2310883939074, 860.989257716625], [1061.8221983093763, 857.8834291753948], [1073.4133082248452, 854.7776006341645], [1085.9703439666032, 851.4129530478317], [1099.49330553465, 847.7894864163965], [1113.982192928986, 843.9072007398587], [1129.437006149611, 839.7660960182184], [1145.8577451965252, 835.3661722514755], [1162.8577451965252, 835.3661722514755], [1180.8577451965252, 835.3661722514755], [1198.2444100697285, 840.0249150633209], [1211.7673716377753, 843.6483816947562], [1223.8917272907574, 850.6483816947562], [1236.882108347524, 858.1483816947562], [1246.4083877891528, 863.6483816947562], [1255.9346672307815, 869.1483816947562], [1265.4609466724103, 874.6483816947562], [1274.987226114039, 880.1483816947562], [1284.5135055556677, 885.6483816947562], [1294.0397849972965, 891.1483816947562], [1303.5660644389252, 896.6483816947562], [1313.092343880554, 902.1483816947562], [1322.6186233221827, 907.6483816947562], [1332.1449027638114, 913.1483816947562], [1341.6711822054401, 918.6483816947562], [1351.1974616470688, 924.1483816947562], [1360.7237410886976, 929.6483816947562], [1370.2500205303263, 935.1483816947562], [1379.776299971955, 940.6483816947562], [1389.3025794135838, 946.1483816947562], [1398.8288588552125, 951.6483816947562], [1408.3551382968412, 957.1483816947562], [1417.88141773847, 962.6483816947562], [1428.2737225838832, 968.6483816947562], [1439.532052833081, 975.1483816947562], [1451.6564084860631, 982.1483816947562], [1464.6467895428298, 989.6483816947562], [1478.5031960033807, 997.6483816947562]]"
3,"[[849.3185165257813, 914.8236190979496], [864.7733297464064, 910.6825143763093], [876.3644396618752, 907.576685835079], [887.955549577344, 904.4708572938488], [899.5466594928128, 901.3650287526185], [911.1377694082815, 898.2592002113882], [922.7288793237503, 895.153371670158], [934.3199892392191, 892.0475431289277], [945.9110991546879, 888.9417145876974], [957.5022090701567, 885.8358860464672], [969.0933189856255, 882.7300575052369], [980.6844289010943, 879.6242289640066], [992.2755388165631, 876.5184004227764], [1003.8666487320319, 873.4125718815461], [1015.4577586475007, 870.3067433403158], [1027.0488685629696, 867.2009147990856], [1038.6399784784385, 864.0950862578553], [1050.2310883939074, 860.989257716625], [1061.8221983093763, 857.8834291753948], [1073.4133082248452, 854.7776006341645], [1085.004418140314, 851.6717720929342], [1096.595528055783, 848.565943551704], [1109.152563797541, 845.2012959653712], [1122.6755253655879, 841.5778293339359], [1137.1644127599238, 837.6955436573982], [1152.619225980549, 833.5544389357578], [1164.2103358960178, 830.4486103945276], [1175.8014458114867, 827.3427818532973], [1187.3925557269556, 824.236953312067], [1198.9836656424245, 821.1311247708368], [1210.5747755578934, 818.0252962296065], [1222.1658854733623, 814.9194676883762], [1234.1658854733623, 814.9194676883762], [1246.1658854733623, 814.9194676883762], [1257.7569953888312, 818.0252962296065], [1269.3481053043001, 821.1311247708368], [1280.939215219769, 824.236953312067], [1292.530325135238, 827.3427818532973], [1302.9226299806512, 833.3427818532973], [1313.3149348260645, 839.3427818532973], [1321.800216200303, 847.8280632275358], [1330.2854975745418, 856.3133446017744], [1338.7707789487804, 864.7986259760129], [1347.256060323019, 873.2839073502514], [1355.7413416972577, 881.7691887244899], [1364.2266230714963, 890.2544700987285], [1372.711904445735, 898.739751472967], [1381.1971858199736, 907.2250328472055], [1389.6824671942122, 915.710314221444], [1398.1677485684509, 924.1955955956826], [1406.6530299426895, 932.6808769699211], [1415.1383113169281, 941.1661583441596], [1424.3306994723532, 950.3585464995847], [1434.230194408965, 960.2580414361963], [1444.8367961267631, 970.8646431539945], [1456.150504625748, 982.1783516529792], [1468.1713199059193, 994.1991669331505]]"
6,"[[849.3185165257813, 914.8236190979496], [869.6029588778517, 909.3884191507967], [890.8533270562112, 903.6944001585413], [913.0696210608598, 897.7415621211833], [931.4222117603522, 892.8240002642353], [945.9110991546883, 888.9417145876976], [956.536283243868, 886.0947050915698], [967.1614673330477, 883.2476955954421], [977.7866514222274, 880.4006860993144], [988.411835511407, 877.5536766031867], [999.0370196005867, 874.7066671070589], [1009.6622036897664, 871.8596576109312], [1020.2873877789461, 869.0126481148035], [1030.912571868126, 866.1656386186758], [1041.5377559573058, 863.318629122548], [1052.1629400464856, 860.4716196264203], [1062.7881241356654, 857.6246101302926], [1073.4133082248452, 854.7776006341649], [1085.004418140314, 851.6717720929346], [1097.561453882072, 848.3071245066018], [1111.084415450119, 844.6836578751665], [1125.573302844455, 840.8013721986288], [1141.02811606508, 836.6602674769885], [1157.02811606508, 836.6602674769885], [1174.02811606508, 836.6602674769885], [1190.4488551119941, 841.0601912437313], [1207.8355199851974, 845.7189340555767], [1221.3584815532442, 849.342400687012], [1231.017739816135, 851.9305911380371], [1240.6769980790257, 854.5187815890623], [1250.3362563419164, 857.1069720400875], [1259.995514604807, 859.6951624911127], [1268.6557686426515, 864.6951624911127], [1277.316022680496, 869.6951624911127], [1285.9762767183404, 874.6951624911127], [1294.6365307561848, 879.6951624911127], [1303.2967847940292, 884.6951624911127], [1311.9570388318737, 889.6951624911127], [1320.617292869718, 894.6951624911127], [1329.2775469075625, 899.6951624911127], [1337.937800945407, 904.6951624911127], [1346.5980549832514, 909.6951624911127], [1355.2583090210958, 914.6951624911127], [1363.9185630589402, 919.6951624911127], [1372.5788170967846, 924.6951624911127], [1381.239071134629, 929.6951624911127], [1389.8993251724735, 934.6951624911127], [1398.559579210318, 939.6951624911127], [1407.2198332481623, 944.6951624911127], [1415.8800872860068, 949.6951624911127], [1424.5403413238512, 954.6951624911127], [1433.2005953616956, 959.6951624911127], [1441.86084939954, 964.6951624911127], [1451.3871288411688, 970.1951624911127], [1461.779433686582, 976.1951624911127], [1473.0377639357798, 982.6951624911127], [1485.162119588762, 989.6951624911127], [1498.1525006455286, 997.1951624911127]]"
2,"[[849.3185165257813, 914.8236190979496], [869.6029588778517, 909.3884191507967], [890.8533270562112, 903.6944001585413], [913.0696210608598, 897.7415621211833], [931.4222117603522, 892.8240002642353], [945.9110991546883, 888.9417145876976], [956.536283243868, 886.0947050915698], [967.1614673330477, 883.2476955954421], [977.7866514222274, 880.4006860993144], [988.411835511407, 877.5536766031867], [999.0370196005867, 874.7066671070589], [1009.6622036897664, 871.8596576109312], [1020.2873877789461, 869.0126481148035], [1030.912571868126, 866.1656386186758], [1041.5377559573058, 863.318629122548], [1052.1629400464856, 860.4716196264203], [1062.7881241356654, 857.6246101302926], [1073.4133082248452, 854.7776006341649], [1084.038492314025, 851.9305911380371], [1094.6636764032048, 849.0835816419094], [1105.2888604923846, 846.2365721457817], [1115.9140445815644, 843.389562649654], [1126.5392286707443, 840.5425531535262], [1137.164412759924, 837.6955436573985], [1147.7895968491039, 834.8485341612708], [1158.4147809382837, 832.001524665143], [1169.4147809382837, 832.001524665143], [1180.4147809382837, 832.001524665143], [1191.4147809382837, 832.001524665143], [1202.4147809382837, 832.001524665143], [1213.0399650274635, 834.8485341612708], [1223.6651491166433, 837.6955436573985], [1234.2903332058231, 840.5425531535262], [1244.915517295003, 843.389562649654], [1255.5407013841827, 846.2365721457817], [1266.1658854733626, 849.0835816419094], [1276.7910695625424, 851.9305911380371], [1286.317349004171, 857.4305911380371], [1295.8436284457998, 862.9305911380371], [1305.3699078874286, 868.4305911380371], [1314.8961873290573, 873.9305911380371], [1324.422466770686, 879.4305911380371], [1333.9487462123147, 884.9305911380371], [1343.4750256539435, 890.4305911380371], [1353.0013050955722, 895.9305911380371], [1362.527584537201, 901.4305911380371], [1372.0538639788297, 906.9305911380371], [1381.5801434204584, 912.4305911380371], [1391.1064228620871, 917.9305911380371], [1400.6327023037159, 923.4305911380371], [1410.1589817453446, 928.9305911380371], [1419.6852611869733, 934.4305911380371], [1429.211540628602, 939.9305911380371], [1438.7378200702308, 945.4305911380371], [1448.2640995118595, 950.9305911380371], [1457.7903789534882, 956.4305911380371], [1467.316658395117, 961.9305911380371], [1476.8429378367457, 967.4305911380371], [1486.3692172783744, 972.9305911380371], [1496.7615221237877, 978.9305911380371], [1508.0198523729855, 985.4305911380371], [1520.1442080259676, 992.4305911380371]]"
1,"[[849.3185165257813, 914.8236190979496], [864.7733297464064, 910.6825143763093], [876.3644396618752, 907.576685835079], [887.955549577344, 904.4708572938488], [899.5466594928128, 901.3650287526185], [911.1377694082815, 898.2592002113882], [922.7288793237503, 895.153371670158], [934.3199892392191, 892.0475431289277], [945.9110991546879, 888.9417145876974], [957.5022090701567, 885.8358860464672], [969.0933189856255, 882.7300575052369], [980.6844289010943, 879.6242289640066], [992.2755388165631, 876.5184004227764], [1003.8666487320319, 873.4125718815461], [1015.4577586475007, 870.3067433403158], [1027.0488685629696, 867.2009147990856], [1038.6399784784385, 864.0950862578553], [1050.2310883939074, 860.989257716625], [1061.8221983093763, 857.8834291753948], [1073.4133082248452, 854.7776006341645], [1085.004418140314, 851.6717720929342], [1096.595528055783, 848.565943551704], [1108.186637971252, 845.4601150104737], [1119.7777478867208, 842.3542864692434], [1131.3688578021897, 839.2484579280132], [1142.9599677176586, 836.1426293867829], [1154.9599677176586, 836.1426293867829], [1167.9599677176586, 836.1426293867829], [1180.5170034594166, 839.5072769731157], [1194.0399650274635, 843.130743604551], [1203.6992232903542, 845.7189340555761], [1213.358481553245, 848.3071245066013], [1223.0177398161356, 850.8953149576265], [1232.6769980790264, 853.4835054086517], [1242.336256341917, 856.0716958596769], [1251.9955146048078, 858.6598863107021], [1261.6547728676985, 861.2480767617272], [1271.3140311305892, 863.8362672127524], [1280.97328939348, 866.4244576637776], [1290.6325476563707, 869.0126481148028], [1300.2918059192614, 871.600838565828], [1309.951064182152, 874.1890290168532], [1319.6103224450428, 876.7772194678784], [1329.2695807079335, 879.3654099189035], [1338.9288389708242, 881.9536003699287], [1347.5890930086687, 886.9536003699287], [1356.249347046513, 891.9536003699287], [1364.9096010843575, 896.9536003699287], [1373.569855122202, 901.9536003699287], [1382.2301091600464, 906.9536003699287], [1390.8903631978908, 911.9536003699287], [1399.5506172357352, 916.9536003699287], [1408.2108712735796, 921.9536003699287], [1416.871125311424, 926.9536003699287], [1425.5313793492685, 931.9536003699287], [1434.191633387113, 936.9536003699287], [1442.8518874249573, 941.9536003699287], [1451.5121414628018, 946.9536003699287], [1460.1723955006462, 951.9536003699287], [1468.8326495384906, 956.9536003699287], [1477.492903576335, 961.9536003699287], [1487.0191830179638, 967.4536003699287], [1497.411487863377, 973.4536003699287], [1508.6698181125748, 979.9536003699287], [1520.794173765557, 986.9536003699287]]"
0,"[[849.3185165257813, 914.8236190979496], [864.7733297464064, 910.6825143763093], [876.3644396618752, 907.576685835079], [887.955549577344, 904.4708572938488], [899.5466594928128, 901.3650287526185], [911.1377694082815, 898.2592002113882], [922.7288793237503, 895.153371670158], [934.3199892392191, 892.0475431289277], [945.9110991546879, 888.9417145876974], [957.5022090701567, 885.8358860464672], [969.0933189856255, 882.7300575052369], [980.6844289010943, 879.6242289640066], [992.2755388165631, 876.5184004227764], [1003.8666487320319, 873.4125718815461], [1015.4577586475007, 870.3067433403158], [1027.0488685629696, 867.2009147990856], [1038.6399784784385, 864.0950862578553], [1050.2310883939074, 860.989257716625], [1061.8221983093763, 857.8834291753948], [1073.4133082248452, 854.7776006341645], [1085.004418140314, 851.6717720929342], [1096.595528055783, 848.565943551704], [1108.186637971252, 845.4601150104737], [1119.7777478867208, 842.3542864692434], [1131.3688578021897, 839.2484579280132], [1142.9599677176586, 836.1426293867829], [1154.9599677176586, 836.1426293867829], [1167.9599677176586, 836.1426293867829], [1180.5170034594166, 839.5072769731157], [1194.0399650274635, 843.130743604551], [1203.6992232903542, 845.7189340555761], [1213.358481553245, 848.3071245066013], [1223.0177398161356, 850.8953149576265], [1232.6769980790264, 853.4835054086517], [1242.336256341917, 856.0716958596769], [1251.9955146048078, 858.6598863107021], [1261.6547728676985, 861.2480767617272], [1271.3140311305892, 863.8362672127524], [1280.97328939348, 866.4244576637776], [1290.6325476563707, 869.0126481148028], [1300.2918059192614, 871.600838565828], [1309.951064182152, 874.1890290168532], [1319.6103224450428, 876.7772194678784], [1329.2695807079335, 879.3654099189035], [1338.9288389708242, 881.9536003699287], [1347.5890930086687, 886.9536003699287], [1356.249347046513, 891.9536003699287], [1364.9096010843575, 896.9536003699287], [1373.569855122202, 901.9536003699287], [1382.2301091600464, 906.9536003699287], [1390.8903631978908, 911.9536003699287], [1399.5506172357352, 916.9536003699287], [1408.2108712735796, 921.9536003699287], [1416.871125311424, 926.9536003699287], [1425.5313793492685, 931.9536003699287], [1434.191633387113, 936.9536003699287], [1442.8518874249573, 941.9536003699287], [1451.5121414628018, 946.9536003699287], [1460.1723955006462, 951.9536003699287], [1468.8326495384906, 956.9536003699287], [1477.492903576335, 961.9536003699287], [1486.1531576141795, 966.9536003699287], [1494.813411652024, 971.9536003699287], [1504.3396910936526, 977.4536003699287], [1514.7319959390659, 983.4536003699287], [1525.9903261882637, 989.9536003699287]]"
