generation,car,x,y
,14,849.3185165257813,925.1763809020504
,14,866.63902460147,935.1763809020504
,14,880.781160225201,949.3185165257813
,14,890.781160225201,966.63902460147
,19,849.3185165257813,925.1763809020504
,19,866.63902460147,935.1763809020504
,19,880.781160225201,949.3185165257813
,19,890.781160225201,966.63902460147
,20,849.3185165257813,914.8236190979496
,20,866.63902460147,904.8236190979496
,20,880.781160225201,890.6814834742187
,20,890.781160225201,873.36097539853
,15,849.3185165257813,925.1763809020504
,15,869.6029588778517,930.6115808492033
,15,890.8533270562112,936.3055998414587
,15,909.9058859394689,947.3055998414587
,15,925.462235125573,962.8619490275628
,28,849.3185165257813,925.1763809020504
,28,866.63902460147,935.1763809020504
,28,880.781160225201,949.3185165257813
,28,898.1016683008897,959.3185165257813
,28,917.4201848266711,964.4948974278317
,28,937.4201848266711,964.4948974278317
,28,956.7387013524524,969.671278329882
,3,849.3185165257813,925.1763809020504
,3,869.6029588778517,930.6115808492033
,3,890.8533270562112,936.3055998414587
,3,913.0696210608598,942.2584378788167
,3,936.2518408917974,948.4700949612773
,3,960.3999865490241,954.9405710888402
,3,985.5140580325399,961.6698662615057
,3,1008.0307185309352,974.6698662615057
,8,849.3185165257813,914.8236190979496
,8,869.6029588778517,909.3884191507967
,8,890.8533270562112,903.6944001585413
,8,913.0696210608598,897.7415621211833
,8,936.2518408917974,891.5299050387227
,8,960.3999865490241,885.0594289111598
,8,985.5140580325399,878.3301337384943
,8,1011.5940553423447,871.3420195207262
,9,849.3185165257813,914.8236190979496
,9,869.6029588778517,909.3884191507967
,9,890.8533270562112,903.6944001585413
,9,913.0696210608598,897.7415621211833
,9,936.2518408917974,891.5299050387227
,9,960.3999865490241,885.0594289111598
,9,985.5140580325399,878.3301337384943
,9,1011.5940553423447,871.3420195207262
,22,849.3185165257813,925.1763809020504
,22,869.6029588778517,930.6115808492033
,22,890.8533270562112,936.3055998414587
,22,913.0696210608598,942.2584378788167
,22,936.2518408917974,948.4700949612773
,22,960.3999865490241,954.9405710888402
,22,985.5140580325399,961.6698662615057
,22,1011.5940553423447,968.6579804792738
,23,849.3185165257813,925.1763809020504
,23,869.6029588778517,930.6115808492033
,23,890.8533270562112,936.3055998414587
,23,913.0696210608598,942.2584378788167
,23,936.2518408917974,948.4700949612773
,23,960.3999865490241,954.9405710888402
,23,985.5140580325399,961.6698662615057
,23,1011.5940553423447,968.6579804792738
,18,849.3185165257813,925.1763809020504
,18,864.7733297464064,929.3174856236907
,18,876.3644396618752,932.423314164921
,18,887.955549577344,935.5291427061512
,18,899.5466594928128,938.6349712473815
,18,911.1377694082815,941.7407997886118
,18,922.7288793237503,944.846628329842
,18,933.1211841691636,950.846628329842
,18,941.6064655434021,959.3319097040805
,18,950.0917469176406,967.8171910783191
,6,849.3185165257813,925.1763809020504
,6,864.7733297464064,929.3174856236907
,6,876.3644396618752,932.423314164921
,6,887.955549577344,935.5291427061512
,6,899.5466594928128,938.6349712473815
,6,911.1377694082815,941.7407997886118
,6,922.7288793237503,944.846628329842
,6,934.3199892392191,947.9524568710723
,6,945.9110991546879,951.0582854123026
,6,957.5022090701567,954.1641139535328
,6,969.0933189856255,957.2699424947631
,6,980.6844289010943,960.3757710359934
,6,992.2755388165631,963.4815995772236
,26,850.0,920.0
,26,871.0,920.0
,26,893.0,920.0
,26,916.0,920.0
,26,940.0,920.0
,26,965.0,920.0
,26,991.0,920.0
,26,1018.0,920.0
,26,1046.0,920.0
,26,1075.0,920.0
,26,1100.0,920.0
,26,1121.0,920.0
,26,1138.0,920.0
,27,849.3185165257813,925.1763809020504
,27,864.7733297464064,929.3174856236907
,27,876.3644396618752,932.423314164921
,27,887.955549577344,935.5291427061512
,27,899.5466594928128,938.6349712473815
,27,911.1377694082815,941.7407997886118
,27,922.7288793237503,944.846628329842
,27,934.3199892392191,947.9524568710723
,27,945.9110991546879,951.0582854123026
,27,958.4681348964458,954.4229329986354
,27,971.9910964644928,958.0463996300706
,27,986.4799838588289,961.9286853066084
,27,1001.9347970794539,966.0697900282487
,5,849.3185165257813,914.8236190979496
,5,864.7733297464064,910.6825143763093
,5,876.3644396618752,907.576685835079
,5,887.955549577344,904.4708572938488
,5,899.5466594928128,901.3650287526185
,5,911.1377694082815,898.2592002113882
,5,922.7288793237503,895.153371670158
,5,934.3199892392191,892.0475431289277
,5,945.9110991546879,888.9417145876974
,5,957.5022090701567,885.8358860464672
,5,969.0933189856255,882.7300575052369
,5,980.6844289010943,879.6242289640066
,5,992.2755388165631,876.5184004227764
,5,1003.8666487320319,873.4125718815461
,7,849.3185165257813,914.8236190979496
,7,864.7733297464064,910.6825143763093
,7,876.3644396618752,907.576685835079
,7,887.955549577344,904.4708572938488
,7,899.5466594928128,901.3650287526185
,7,911.1377694082815,898.2592002113882
,7,922.7288793237503,895.153371670158
,7,934.3199892392191,892.0475431289277
,7,945.9110991546879,888.9417145876974
,7,957.5022090701567,885.8358860464672
,7,969.0933189856255,882.7300575052369
,7,980.6844289010943,879.6242289640066
,7,992.2755388165631,876.5184004227764
,7,1003.8666487320319,873.4125718815461
,13,850.0,920.0
,13,871.0,920.0
,13,893.0,920.0
,13,916.0,920.0
,13,940.0,920.0
,13,965.0,920.0
,13,991.0,920.0
