car,racing_line
9,"[[1401.1200479727538, 1166.5249374464925, 1, 151.63657704161673, 0], [1400.1471243472783, 1166.2938106003846, 1, 166.63657704161673, 0], [1399.1475322608176, 1166.3223703742835, 1, 181.63657704161673, 0], [1390.5079523943216, 1166.5692155133263, 8.643105506253569, 181.63657704161673, 3], [1380.984432400691, 1166.8413160845728, 9.5274063516758, 181.63657704161673, 3]]"
1,"[[1401.1200479727538, 1166.5249374464925, 1, 151.63657704161673, 0], [1393.5145297608224, 1162.4189216744562, 8.643105506253569, 151.63657704161673, 3], [1385.130869227266, 1157.8928076847249, 9.5274063516758, 151.63657704161673, 3], [1376.0412908461412, 1152.9855875382386, 10.329629456698418, 151.63657704161673, 3], [1366.300617843193, 1147.726858827602, 11.069550045166118, 151.63657704161673, 3], [1355.9523712571054, 1142.1401173970523, 11.760012211655999, 151.63657704161673, 3]]"
3,"[[1401.1200479727538, 1166.5249374464925, 1, 151.63657704161673, 0], [1393.5145297608224, 1162.4189216744562, 8.643105506253569, 151.63657704161673, 3], [1385.130869227266, 1157.8928076847249, 9.5274063516758, 151.63657704161673, 3], [1376.0412908461412, 1152.9855875382386, 10.329629456698418, 151.63657704161673, 3], [1366.300617843193, 1147.726858827602, 11.069550045166118, 151.63657704161673, 3], [1355.9523712571054, 1142.1401173970523, 11.760012211655999, 151.63657704161673, 3]]"
5,"[[1401.1200479727538, 1166.5249374464925, 1, 151.63657704161673, 0], [1393.5145297608224, 1162.4189216744562, 8.643105506253569, 151.63657704161673, 3], [1385.130869227266, 1157.8928076847249, 9.5274063516758, 151.63657704161673, 3], [1376.0412908461412, 1152.9855875382386, 10.329629456698418, 151.63657704161673, 3], [1366.300617843193, 1147.726858827602, 11.069550045166118, 151.63657704161673, 3], [1355.9523712571054, 1142.1401173970523, 11.760012211655999, 151.63657704161673, 3]]"
4,"[[1401.475470467047, 1166.1486077466525, 1, 121.63657704161673, 1], [1401.1891703745353, 1165.1904677479947, 1, 106.63657704161673, 1], [1401.1606106006363, 1164.190875661534, 1, 91.63657704161673, 1], [1401.3917374467442, 1163.2179520360585, 1, 76.63657704161673, 1], [1401.8668000002517, 1162.3380000088123, 1, 61.63657704161673, 1], [1402.5534235332154, 1161.6109868562626, 1, 46.63657704161673, 1], [1403.404815786563, 1161.0864573233096, 1, 31.636577041616732, 1]]"
8,"[[1401.475470467047, 1166.1486077466525, 1, 121.63657704161673, 1], [1401.1891703745353, 1165.1904677479947, 1, 106.63657704161673, 1], [1401.1606106006363, 1164.190875661534, 1, 91.63657704161673, 1], [1401.3917374467442, 1163.2179520360585, 1, 76.63657704161673, 1], [1401.8668000002517, 1162.3380000088123, 1, 61.63657704161673, 1], [1402.5534235332154, 1161.6109868562626, 1, 46.63657704161673, 1], [1403.404815786563, 1161.0864573233096, 1, 31.636577041616732, 1]]"
7,"[[1401.2729868474503, 1166.3133764670363, 1, 136.63657704161673, 2], [1394.9893354655283, 1160.3788168285544, 8.643105506253569, 136.63657704161673, 3], [1388.0627857381733, 1153.8370754193859, 9.5274063516758, 136.63657704161673, 3], [1380.5530092621875, 1146.7445087476215, 10.329629456698418, 136.63657704161673, 3], [1372.5053007865433, 1139.1438951872908, 11.069550045166118, 136.63657704161673, 3], [1363.955617234523, 1131.0691940548272, 11.760012211655999, 136.63657704161673, 3], [1354.9334309223555, 1122.548240315558, 12.4099354743783, 136.63657704161673, 3], [1345.4634873884968, 1113.6044047558025, 13.025821473305015, 136.63657704161673, 3]]"
6,"[[1401.475470467047, 1166.1486077466525, 1, 121.63657704161673, 1], [1401.1891703745353, 1165.1904677479947, 1, 106.63657704161673, 1], [1401.1606106006363, 1164.190875661534, 1, 91.63657704161673, 1], [1400.8743105081246, 1163.2327356628762, 1, 106.63657704161673, 0], [1400.3497809751716, 1162.3813434095287, 1, 121.63657704161673, 0], [1400.0634808826599, 1161.4232034108709, 1, 106.63657704161673, 1], [1399.5389513497068, 1160.5718111575234, 1, 121.63657704161673, 0], [1399.252651257195, 1159.6136711588656, 1, 106.63657704161673, 1], [1398.728121724242, 1158.762278905518, 1, 121.63657704161673, 0], [1398.4418216317304, 1157.8041389068603, 1, 106.63657704161673, 1]]"
0,"[[1401.475470467047, 1166.1486077466525, 1, 121.63657704161673, 1], [1401.1891703745353, 1165.1904677479947, 1, 106.63657704161673, 1], [1400.6646408415822, 1164.3390754946472, 1, 121.63657704161673, 0], [1400.3783407490705, 1163.3809354959894, 1, 106.63657704161673, 1], [1399.8538112161175, 1162.529543242642, 1, 121.63657704161673, 0], [1399.5675111236058, 1161.5714032439842, 1, 106.63657704161673, 1], [1399.0429815906527, 1160.7200109906366, 1, 121.63657704161673, 0], [1398.756681498141, 1159.7618709919789, 1, 106.63657704161673, 1], [1398.232151965188, 1158.9104787386314, 1, 121.63657704161673, 0], [1397.9458518726763, 1157.9523387399736, 1, 106.63657704161673, 1], [1397.4213223397232, 1157.100946486626, 1, 121.63657704161673, 0], [1397.1350222472115, 1156.1428064879683, 1, 106.63657704161673, 1]]"
2,"[[1401.1200479727538, 1166.5249374464925, 1, 151.63657704161673, 0], [1400.1471243472783, 1166.2938106003846, 1, 166.63657704161673, 0], [1399.174200721803, 1166.0626837542768, 1, 166.63657704161673, 2], [1398.2012770963274, 1165.831556908169, 1, 166.63657704161673, 2], [1397.228353470852, 1165.6004300620612, 1, 166.63657704161673, 2], [1396.2554298453765, 1165.3693032159533, 1, 166.63657704161673, 2], [1395.3754778181303, 1164.8942406624458, 1, 151.63657704161673, 1], [1394.4025541926549, 1164.663113816338, 1, 166.63657704161673, 0], [1393.5226021654087, 1164.1880512628304, 1, 151.63657704161673, 1], [1392.5496785399332, 1163.9569244167226, 1, 166.63657704161673, 0], [1391.669726512687, 1163.481861863215, 1, 151.63657704161673, 1], [1390.6968028872116, 1163.2507350171072, 1, 166.63657704161673, 0], [1389.8168508599654, 1162.7756724635997, 1, 151.63657704161673, 1], [1388.84392723449, 1162.5445456174918, 1, 166.63657704161673, 0], [1387.9639752072437, 1162.0694830639843, 1, 151.63657704161673, 1], [1386.9910515817683, 1161.8383562178765, 1, 166.63657704161673, 0], [1386.111099554522, 1161.363293664369, 1, 151.63657704161673, 1], [1385.1381759290466, 1161.132166818261, 1, 166.63657704161673, 0], [1384.2582239018004, 1160.6571042647536, 1, 151.63657704161673, 1], [1383.3782718745542, 1160.182041711246, 1, 151.63657704161673, 2], [1382.498319847308, 1159.7069791577385, 1, 151.63657704161673, 2], [1381.6183678200618, 1159.231916604231, 1, 151.63657704161673, 2], [1380.7384157928157, 1158.7568540507234, 1, 151.63657704161673, 2], [1379.8584637655695, 1158.2817914972159, 1, 151.63657704161673, 2], [1378.9785117383233, 1157.8067289437083, 1, 151.63657704161673, 2], [1378.098559711077, 1157.3316663902008, 1, 151.63657704161673, 2], [1377.218607683831, 1156.8566038366932, 1, 151.63657704161673, 2], [1376.3386556565847, 1156.3815412831857, 1, 151.63657704161673, 2], [1375.4587036293385, 1155.9064787296782, 1, 151.63657704161673, 2], [1374.5787516020923, 1155.4314161761706, 1, 151.63657704161673, 2], [1373.6987995748461, 1154.956353622663, 1, 151.63657704161673, 2], [1372.8188475476, 1154.4812910691555, 1, 151.63657704161673, 2], [1372.0918343950502, 1153.7946675361918, 1, 136.63657704161673, 1], [1371.3648212425005, 1153.108044003228, 1, 136.63657704161673, 2], [1370.6378080899508, 1152.4214204702644, 1, 136.63657704161673, 2], [1369.910794937401, 1151.7347969373006, 1, 136.63657704161673, 2], [1369.1837817848514, 1151.048173404337, 1, 136.63657704161673, 2], [1368.4567686323016, 1150.3615498713732, 1, 136.63657704161673, 2], [1367.729755479752, 1149.6749263384095, 1, 136.63657704161673, 2], [1367.0027423272022, 1148.9883028054458, 1, 136.63657704161673, 2], [1366.2757291746525, 1148.301679272482, 1, 136.63657704161673, 2], [1365.5487160221028, 1147.6150557395183, 1, 136.63657704161673, 2], [1364.821702869553, 1146.9284322065546, 1, 136.63657704161673, 2], [1364.0946897170033, 1146.2418086735909, 1, 136.63657704161673, 2], [1363.3676765644536, 1145.5551851406271, 1, 136.63657704161673, 2], [1362.640663411904, 1144.8685616076634, 1, 136.63657704161673, 2], [1361.9136502593542, 1144.1819380746997, 1, 136.63657704161673, 2], [1361.1866371068045, 1143.495314541736, 1, 136.63657704161673, 2], [1360.4596239542548, 1142.8086910087723, 1, 136.63657704161673, 2], [1359.732610801705, 1142.1220674758085, 1, 136.63657704161673, 2], [1359.0055976491553, 1141.4354439428448, 1, 136.63657704161673, 2], [1358.2785844966056, 1140.748820409881, 1, 136.63657704161673, 2], [1357.551571344056, 1140.0621968769174, 1, 136.63657704161673, 2], [1356.8245581915062, 1139.3755733439536, 1, 136.63657704161673, 2], [1356.0975450389565, 1138.68894981099, 1, 136.63657704161673, 2], [1355.3705318864068, 1138.0023262780262, 1, 136.63657704161673, 2], [1354.643518733857, 1137.3157027450625, 1, 136.63657704161673, 2], [1353.9165055813073, 1136.6290792120988, 1, 136.63657704161673, 2], [1353.1894924287576, 1135.942455679135, 1, 136.63657704161673, 2], [1352.462479276208, 1135.2558321461713, 1, 136.63657704161673, 2], [1351.7354661236582, 1134.5692086132076, 1, 136.63657704161673, 2], [1351.0084529711085, 1133.8825850802439, 1, 136.63657704161673, 2], [1350.2814398185587, 1133.1959615472801, 1, 136.63657704161673, 2], [1349.554426666009, 1132.5093380143164, 1, 136.63657704161673, 2], [1348.8274135134593, 1131.8227144813527, 1, 136.63657704161673, 2], [1348.1004003609096, 1131.136090948389, 1, 136.63657704161673, 2], [1347.3733872083599, 1130.4494674154253, 1, 136.63657704161673, 2], [1346.6463740558102, 1129.7628438824615, 1, 136.63657704161673, 2], [1345.9193609032604, 1129.0762203494978, 1, 136.63657704161673, 2], [1345.1923477507107, 1128.389596816534, 1, 136.63657704161673, 2], [1344.465334598161, 1127.7029732835704, 1, 136.63657704161673, 2], [1343.7383214456113, 1127.0163497506067, 1, 136.63657704161673, 2], [1343.0113082930616, 1126.329726217643, 1, 136.63657704161673, 2], [1342.2842951405119, 1125.6431026846792, 1, 136.63657704161673, 2], [1341.5572819879621, 1124.9564791517155, 1, 136.63657704161673, 2], [1340.8302688354124, 1124.2698556187518, 1, 136.63657704161673, 2], [1340.1032556828627, 1123.583232085788, 1, 136.63657704161673, 2], [1339.376242530313, 1122.8966085528243, 1, 136.63657704161673, 2], [1338.6492293777633, 1122.2099850198606, 1, 136.63657704161673, 2], [1337.9222162252136, 1121.5233614868969, 1, 136.63657704161673, 2], [1337.1952030726638, 1120.8367379539332, 1, 136.63657704161673, 2], [1336.3152510454177, 1120.3616754004256, 1, 151.63657704161673, 0], [1335.3423274199422, 1120.1305485543178, 1, 166.63657704161673, 0], [1334.462375392696, 1119.6554860008102, 1, 151.63657704161673, 1], [1333.4894517672205, 1119.4243591547024, 1, 166.63657704161673, 0], [1332.6094997399744, 1118.9492966011949, 1, 151.63657704161673, 1], [1331.636576114499, 1118.718169755087, 1, 166.63657704161673, 0], [1330.7566240872527, 1118.2431072015795, 1, 151.63657704161673, 1], [1329.7837004617772, 1118.0119803554717, 1, 166.63657704161673, 0], [1328.903748434531, 1117.5369178019641, 1, 151.63657704161673, 1], [1327.9308248090556, 1117.3057909558563, 1, 166.63657704161673, 0], [1327.0508727818094, 1116.8307284023488, 1, 151.63657704161673, 1], [1326.077949156334, 1116.599601556241, 1, 166.63657704161673, 0], [1325.1979971290878, 1116.1245390027334, 1, 151.63657704161673, 1], [1324.3180451018416, 1115.6494764492259, 1, 151.63657704161673, 2], [1323.4380930745954, 1115.1744138957183, 1, 151.63657704161673, 2], [1322.5581410473492, 1114.6993513422108, 1, 151.63657704161673, 2], [1321.678189020103, 1114.2242887887032, 1, 151.63657704161673, 2], [1320.7982369928568, 1113.7492262351957, 1, 151.63657704161673, 2], [1319.9182849656106, 1113.2741636816882, 1, 151.63657704161673, 2], [1319.0383329383644, 1112.7991011281806, 1, 151.63657704161673, 2], [1318.1583809111182, 1112.324038574673, 1, 151.63657704161673, 2], [1317.278428883872, 1111.8489760211655, 1, 151.63657704161673, 2], [1316.3984768566258, 1111.373913467658, 1, 151.63657704161673, 2], [1315.5185248293797, 1110.8988509141504, 1, 151.63657704161673, 2], [1314.6385728021335, 1110.423788360643, 1, 151.63657704161673, 2], [1313.7586207748873, 1109.9487258071354, 1, 151.63657704161673, 2], [1312.878668747641, 1109.4736632536278, 1, 151.63657704161673, 2], [1311.998716720395, 1108.9986007001203, 1, 151.63657704161673, 2], [1311.1187646931487, 1108.5235381466127, 1, 151.63657704161673, 2], [1310.2388126659025, 1108.0484755931052, 1, 151.63657704161673, 2], [1309.5117995133528, 1107.3618520601415, 1, 136.63657704161673, 1]]"
