car,time,circuit,goals_crossed,racing_line
0,9.0,0.06900000000001683,0.0,"[[1401.2729868474503, 1166.3133764670363, 1, 136.63657704161673, [0.0004031758776651825, 0.01350812142502188, 0.45107896502237504, 0.11470493164688071]], [1397.6379210847012, 1162.8802588022177, 5, 136.63657704161673, [0.08219794172736306, 0.1317697854352707, 8.75651076269652e-27, 1.0]], [1394.6542347650486, 1158.8680753635003, 5, 126.63657704161673, [0.08219794172736306, 0.1317697854352707, 8.75651076269652e-27]], [1389.2835993896738, 1151.6461451738091, 9, 126.63657704161673, [0.08219794172736306, 0.1317697854352707, 8.75651076269652e-27, 0.9999999999240838]], [1385.2486310500808, 1143.601331285441, 9, 116.63657704161673, [0.08219794172736306, 0.1317697854352707, 8.75651076269652e-27]]]"
1,9.0,0.06900000000001683,0.0,"[[1401.2729868474503, 1166.3133764670363, 1, 136.63657704161673, [5.1833005507341656e-05, 0.05613592681074965, 0.9999075143249934, 0.000948180595642469]], [1397.6379210847012, 1162.8802588022177, 5, 136.63657704161673, [0.00023105252909301472, 0.004533866613435651, 1.7263379390109215e-26, 0.9996650116450859]], [1394.6542347650486, 1158.8680753635003, 5, 126.63657704161673, [0.00023105252909301472, 0.004533866613435651, 8.2140699996436015e-25]], [1389.2835993896738, 1151.6461451738091, 9, 126.63657704161673, [0.00023105252909301472, 0.004533866613435651, 4.2100643886988954e-18, 0.9874698354094722]], [1385.2486310500808, 1143.601331285441, 9, 116.63657704161673, [0.00023105252909301472, 0.004533866613435651, 2.0031862134474406e-16]]]"
2,9.0,0.06900000000001683,0.0,"[[1401.2729868474503, 1166.3133764670363, 1, 136.63657704161673, [0.00023058793968291943, 0.24127027455300576, 0.686382465829194, 0.059927664301748236]], [1397.6379210847012, 1162.8802588022177, 5, 136.63657704161673, [2.9774015045231374e-05, 0.15063413237341394, 8.75651076269652e-27, 1.0]], [1394.6542347650486, 1158.8680753635003, 5, 126.63657704161673, [2.9774015045231374e-05, 0.15063413237341394, 8.75651076269652e-27]], [1389.2835993896738, 1151.6461451738091, 9, 126.63657704161673, [2.9774015045231374e-05, 0.15063413237341394, 8.75651076269652e-27, 0.9999999999824927]], [1385.2486310500808, 1143.601331285441, 9, 116.63657704161673, [2.9774015045231374e-05, 0.15063413237341394, 8.75651076269652e-27]]]"
3,9.0,0.06900000000001683,0.0,"[[1401.2729868474503, 1166.3133764670363, 1, 136.63657704161673, [7.495208153055937e-05, 0.33498522284192694, 0.9966431466979436, 0.0030647661873390735]], [1397.6379210847012, 1162.8802588022177, 5, 136.63657704161673, [6.79876793428935e-05, 0.38271992896246293, 7.109751497717943e-26, 0.999999610377526]], [1394.6542347650486, 1158.8680753635003, 5, 126.63657704161673, [6.79876793428935e-05, 0.38271992896246293, 3.1185386598221763e-24]], [1389.2835993896738, 1151.6461451738091, 9, 126.63657704161673, [6.79876793428935e-05, 0.38271992896246293, 1.1543512452420222e-17, 0.9996813148100432]], [1385.2486310500808, 1143.601331285441, 9, 116.63657704161673, [6.79876793428935e-05, 0.38271992896246293, 5.063311968718762e-16]]]"
5,9.0,0.06900000000001683,0.0,"[[1401.2729868474503, 1166.3133764670363, 1, 136.63657704161673, [0.0, 0.00735106304977787, 0.9999915234298368, 0.0048053529819309]], [1397.6379210847012, 1162.8802588022177, 5, 136.63657704161673, [0.0, 0.0009654614115171883, 8.75651076269652e-27, 1.0]], [1394.6542347650486, 1158.8680753635003, 5, 126.63657704161673, [0.0, 0.0009654614115171883, 8.75651076269652e-27]], [1389.2835993896738, 1151.6461451738091, 9, 126.63657704161673, [0.0, 0.012511205823047366, 8.75651076269652e-27, 1.0]], [1385.2486310500808, 1143.601331285441, 9, 116.63657704161673, [0.0, 0.012511205823047366, 8.75651076269652e-27]]]"
8,9.0,0.06900000000001683,0.0,"[[1401.2729868474503, 1166.3133764670363, 1, 136.63657704161673, [4.353611796654674e-05, 0.009516390112719798, 0.11284740649375115, 0.0024226608192442402]], [1397.6379210847012, 1162.8802588022177, 5, 136.63657704161673, [8.349989535412716e-05, 0.0015087458568084301, 8.75651076269652e-27, 0.9999999999999973]], [1394.6542347650486, 1158.8680753635003, 5, 126.63657704161673, [8.349989535412716e-05, 0.0015087458568084301, 8.75651076269652e-27]], [1389.2835993896738, 1151.6461451738091, 9, 126.63657704161673, [8.349989535412716e-05, 0.0015087458568084301, 8.75651076269652e-27, 0.9999999993791746]], [1385.2486310500808, 1143.601331285441, 9, 116.63657704161673, [8.349989535412716e-05, 0.0015087458568084301, 8.75651076269652e-27]]]"
10,9.0,0.06900000000001683,0.0,"[[1398.364934237251, 1163.5668823351814, 5, 136.63657704161673, [2.562229685063472e-05, 0.8949370234388343, 4.5632821197266597e-07, 0.9491122468622607]], [1395.3812479175983, 1159.554698896464, 5, 126.63657704161673, [0.0035135175764348116, 0.5956743801307234, 4.1056771083901646e-05]], [1390.0106125422235, 1152.3327687067729, 9, 126.63657704161673, [6.403791948710035e-06, 0.996556686936439, 4.0594464794858914e-07, 0.9990608996923549]], [1385.9756442026305, 1144.2879548184046, 9, 116.63657704161673, [6.403791948710035e-06, 0.996556686936439, 4.0594464794858914e-07]], [1380.147356600996, 1132.6676680907617, 13, 116.63657704161673, [6.403791948710035e-06, 0.996556686936439, 4.0594464794858914e-07, 0.9990608996923549]]]"
11,9.0,0.06900000000001683,0.0,"[[1398.364934237251, 1163.5668823351814, 5, 136.63657704161673, [6.566845603339583e-05, 0.43909697487094956, 2.537273871130499e-07, 0.9836008260637695]], [1395.3812479175983, 1159.554698896464, 5, 126.63657704161673, [8.411883510527137e-06, 0.9201642609855225, 1.3887721841842586e-07]], [1390.0106125422235, 1152.3327687067729, 9, 126.63657704161673, [8.411883510527137e-06, 0.9201642609855225, 1.3887721841842586e-07, 0.9965232042739013]], [1385.9756442026305, 1144.2879548184046, 9, 116.63657704161673, [8.411883510527137e-06, 0.9201642609855225, 1.3887721841842586e-07]], [1380.147356600996, 1132.6676680907617, 13, 116.63657704161673, [8.411883510527137e-06, 0.9201642609855225, 1.3887721841842586e-07, 0.9965232042739013]]]"
12,9.0,0.06900000000001683,0.0,"[[1398.364934237251, 1163.5668823351814, 5, 136.63657704161673, [4.674090025121347e-07, 0.9150993325063096, 7.312533458076786e-07, 0.9997605840441975]], [1395.3812479175983, 1159.554698896464, 5, 126.63657704161673, [1.5236039358779675e-06, 0.9806436220922902, 7.270649985469061e-07]], [1390.0106125422235, 1152.3327687067729, 9, 126.63657704161673, [1.5236039358779675e-06, 0.9806436220922902, 7.270649985469061e-07, 0.9999897075250488]], [1385.9756442026305, 1144.2879548184046, 9, 116.63657704161673, [1.5236039358779675e-06, 0.9806436220922902, 7.270649985469061e-07]], [1380.147356600996, 1132.6676680907617, 13, 116.63657704161673, [1.5236039358779675e-06, 0.9806436220922902, 7.270649985469061e-07, 0.9999897075250488]]]"
15,9.0,0.06900000000001683,0.0,"[[1398.364934237251, 1163.5668823351814, 5, 136.63657704161673, [4.592147376943377e-05, 0.9966470231558726, 5.310556584734492e-06, 0.9997476527915949]], [1395.3812479175983, 1159.554698896464, 5, 126.63657704161673, [4.621395666477446e-05, 0.9975760069028169, 6.552683411332443e-06]], [1390.0106125422235, 1152.3327687067729, 9, 126.63657704161673, [4.621395666477446e-05, 0.9975760069028169, 6.552683411332443e-06, 0.9997348426589323]], [1385.9756442026305, 1144.2879548184046, 9, 116.63657704161673, [4.621395666477446e-05, 0.9975760069028169, 6.552683411332443e-06]], [1380.147356600996, 1132.6676680907617, 13, 116.63657704161673, [4.621395666477446e-05, 0.9975760069028169, 6.552683411332443e-06, 0.9997348426589323]]]"
