car,racing_line
5,"[[1390.367789559203, 1156.0140234725804, 16, 136.63657704161673, 2], [1381.6436317286052, 1147.7745410770158, 12, 136.63657704161673, 2], [1372.9194738980075, 1139.5350586814511, 12, 136.63657704161673, 2], [1364.1953160674097, 1131.2955762858865, 12, 136.63657704161673, 2], [1355.471158236812, 1123.0560938903218, 12, 136.63657704161673, 2], [1346.7470004062143, 1114.8166114947571, 12, 136.63657704161673, 2], [1338.0228425756166, 1106.5771290991925, 12, 136.63657704161673, 2], [1329.2986847450188, 1098.3376467036278, 12, 136.63657704161673, 2], [1320.574526914421, 1090.0981643080631, 12, 136.63657704161673, 2], [1311.8503690838234, 1081.8586819124985, 12, 136.63657704161673, 2], [1303.1262112532256, 1073.6191995169338, 12, 136.63657704161673, 2], [1294.402053422628, 1065.3797171213691, 12, 136.63657704161673, 2], [1285.6778955920302, 1057.1402347258045, 12, 136.63657704161673, 2]]"
9,"[[1386.732723796454, 1152.580905807762, 21, 136.63657704161673, 3], [1374.373500203107, 1140.9083057473788, 17, 136.63657704161673, 2], [1364.9223292199592, 1131.9821998188504, 13, 136.63657704161673, 2], [1355.4711582368116, 1123.056093890322, 13, 136.63657704161673, 2], [1346.0199872536639, 1114.1299879617936, 13, 136.63657704161673, 2], [1336.5688162705162, 1105.2038820332652, 13, 136.63657704161673, 2], [1327.1176452873685, 1096.2777761047369, 13, 136.63657704161673, 2], [1315.6782689331667, 1090.1019629091384, 13, 151.63657704161673, 0], [1304.2388925789649, 1083.9261497135399, 13, 151.63657704161673, 2], [1292.799516224763, 1077.7503365179414, 13, 151.63657704161673, 2], [1281.3601398705612, 1071.5745233223429, 13, 151.63657704161673, 2], [1269.9207635163593, 1065.3987101267444, 13, 151.63657704161673, 2], [1258.4813871621575, 1059.222896931146, 13, 151.63657704161673, 2], [1246.1620587807095, 1052.5720211820399, 14, 151.63657704161673, 3], [1232.962778372015, 1045.446082879426, 15, 151.63657704161673, 3], [1222.0575810837677, 1035.1467298849702, 15, 136.63657704161673, 1], [1214.0604364057197, 1027.5938710223693, 11, 136.63657704161673, 2], [1206.0632917276716, 1020.0410121597685, 11, 136.63657704161673, 2], [1198.0661470496236, 1012.4881532971676, 11, 136.63657704161673, 2], [1190.0690023715756, 1004.9352944345668, 11, 136.63657704161673, 2], [1182.0718576935276, 997.382435571966, 11, 136.63657704161673, 2], [1174.0747130154796, 989.8295767093651, 11, 136.63657704161673, 2], [1166.0775683374316, 982.2767178467643, 11, 136.63657704161673, 2], [1158.0804236593835, 974.7238589841635, 11, 136.63657704161673, 2], [1150.0832789813355, 967.1710001215627, 11, 136.63657704161673, 2], [1142.0861343032875, 959.6181412589618, 11, 136.63657704161673, 2], [1132.4066620035783, 954.3924531703784, 11, 151.63657704161673, 0], [1122.727189703869, 949.166765081795, 11, 151.63657704161673, 2], [1113.0477174041598, 943.9410769932116, 11, 151.63657704161673, 2], [1103.3682451044506, 938.7153889046282, 11, 151.63657704161673, 2], [1093.6887728047413, 933.4897008160448, 11, 151.63657704161673, 2], [1084.0093005050321, 928.2640127274614, 11, 151.63657704161673, 2], [1074.3298282053229, 923.038324638878, 11, 151.63657704161673, 2], [1063.7704038783675, 917.337573996787, 12, 151.63657704161673, 3], [1052.3310275241656, 911.1617608011885, 13, 151.63657704161673, 3], [1042.879856541018, 902.2356548726602, 13, 136.63657704161673, 1], [1033.4286855578703, 893.309548944132, 13, 136.63657704161673, 2], [1023.9775145747226, 884.3834430156037, 13, 136.63657704161673, 2], [1014.5263435915749, 875.4573370870754, 13, 136.63657704161673, 2], [1004.3481594558775, 865.8446076255834, 14, 136.63657704161673, 3], [993.4429621676303, 855.5452546311277, 15, 136.63657704161673, 3], [981.8107517268332, 844.5592781037083, 16, 136.63657704161673, 3], [973.4182791995834, 830.9370020501497, 16, 121.63657704161673, 1], [968.8374777193962, 815.6067620716263, 16, 106.63657704161673, 1]]"
7,"[[1391.5094093409377, 1149.9721549330518, 20, 121.63657704161673, 1], [1376.9691462899414, 1136.2396842737776, 20, 136.63657704161673, 0], [1359.3701057450155, 1126.738433203626, 20, 151.63657704161673, 0], [1345.2908733090749, 1119.1374323475047, 16, 151.63657704161673, 2], [1329.7240953014682, 1115.4394028097784, 16, 166.63657704161673, 0], [1315.6448628655276, 1107.838401953657, 16, 151.63657704161673, 1], [1304.0126524247305, 1096.8524254262375, 16, 136.63657704161673, 1], [1295.2884945941328, 1088.6129430306728, 12, 136.63657704161673, 2], [1286.564336763535, 1080.3734606351081, 12, 136.63657704161673, 2], [1277.8401789329373, 1072.1339782395435, 12, 136.63657704161673, 2], [1269.1160211023396, 1063.8944958439788, 12, 136.63657704161673, 2], [1260.3918632717418, 1055.6550134484141, 12, 136.63657704161673, 2], [1251.667705441144, 1047.4155310528495, 12, 136.63657704161673, 2], [1242.9435476105464, 1039.1760486572848, 12, 136.63657704161673, 2], [1234.2193897799486, 1030.9365662617201, 12, 136.63657704161673, 2], [1223.6599654529932, 1025.2358156196292, 12, 151.63657704161673, 0], [1213.1005411260378, 1019.5350649775382, 12, 151.63657704161673, 2], [1201.425457620333, 1016.7615428242435, 12, 166.63657704161673, 0], [1190.8660332933775, 1011.0607921821526, 12, 151.63657704161673, 1], [1182.1418754627798, 1002.821309786588, 12, 136.63657704161673, 1], [1173.417717632182, 994.5818273910235, 12, 136.63657704161673, 2], [1164.6935598015843, 986.3423449954589, 12, 136.63657704161673, 2], [1155.9694019709866, 978.1028625998944, 12, 136.63657704161673, 2], [1147.2452441403889, 969.8633802043298, 12, 136.63657704161673, 2], [1138.5210863097911, 961.6238978087653, 12, 136.63657704161673, 2], [1127.9616619828357, 955.9231471666743, 12, 151.63657704161673, 0], [1116.286578477131, 953.1496250133796, 12, 166.63657704161673, 0], [1105.7271541501755, 947.4488743712886, 12, 151.63657704161673, 1], [1097.0029963195777, 939.2093919757241, 12, 136.63657704161673, 1], [1088.27883848898, 930.9699095801595, 12, 136.63657704161673, 2], [1079.5546806583823, 922.730427184595, 12, 136.63657704161673, 2], [1070.8305228277845, 914.4909447890304, 12, 136.63657704161673, 2], [1062.1063649971868, 906.2514623934659, 12, 136.63657704161673, 2], [1053.382207166589, 898.0119799979013, 12, 136.63657704161673, 2], [1044.6580493359913, 889.7724976023368, 12, 136.63657704161673, 2], [1035.9338915053936, 881.5330152067722, 12, 136.63657704161673, 2], [1027.2097336747959, 873.2935328112077, 12, 136.63657704161673, 2], [1016.6503093478403, 867.5927821691167, 12, 151.63657704161673, 0], [1004.9752258421354, 864.819260015822, 12, 166.63657704161673, 0], [994.4158015151799, 859.1185093737311, 12, 151.63657704161673, 1], [985.691643684582, 850.8790269781665, 12, 136.63657704161673, 1], [979.3972892891446, 840.6623199379975, 12, 121.63657704161673, 1], [975.9616881790042, 829.164639954105, 12, 106.63657704161673, 1], [975.6189708922177, 817.1695349165767, 12, 91.63657704161673, 1], [975.2762536054312, 805.1744298790484, 12, 91.63657704161673, 2], [971.8406524952908, 793.6767498951559, 12, 106.63657704161673, 0], [971.4979352085043, 781.6816448576276, 12, 91.63657704161673, 1], [974.271457361799, 770.0065613519226, 12, 76.63657704161673, 1], [977.0449795150937, 758.3314778462177, 12, 76.63657704161673, 2], [979.8185016683884, 746.6563943405127, 12, 76.63657704161673, 2], [982.5920238216831, 734.9813108348078, 12, 76.63657704161673, 2], [985.3655459749779, 723.3062273291029, 12, 76.63657704161673, 2], [985.0228286881913, 711.3111222915745, 12, 91.63657704161673, 0], [984.6801114014048, 699.3160172540462, 12, 91.63657704161673, 2], [984.3373941146183, 687.3209122165179, 12, 91.63657704161673, 2], [983.9946768278318, 675.3258071789895, 12, 91.63657704161673, 2], [983.6233997671463, 662.3311100550005, 13, 91.63657704161673, 3], [983.223562932562, 648.3368208445507, 14, 91.63657704161673, 3], [979.2153616373982, 634.9228608633429, 14, 106.63657704161673, 0]]"
6,"[[1386.732723796454, 1152.580905807762, 21, 136.63657704161673, 3], [1374.373500203107, 1140.9083057473788, 17, 136.63657704161673, 2], [1364.9223292199592, 1131.9821998188504, 13, 136.63657704161673, 2], [1355.4711582368116, 1123.056093890322, 13, 136.63657704161673, 2], [1346.0199872536639, 1114.1299879617936, 13, 136.63657704161673, 2], [1336.5688162705162, 1105.2038820332652, 13, 136.63657704161673, 2], [1327.1176452873685, 1096.2777761047369, 13, 136.63657704161673, 2], [1315.6782689331667, 1090.1019629091384, 13, 151.63657704161673, 0], [1304.2388925789649, 1083.9261497135399, 13, 151.63657704161673, 2], [1292.799516224763, 1077.7503365179414, 13, 151.63657704161673, 2], [1281.3601398705612, 1071.5745233223429, 13, 151.63657704161673, 2], [1269.9207635163593, 1065.3987101267444, 13, 151.63657704161673, 2], [1258.4813871621575, 1059.222896931146, 13, 151.63657704161673, 2], [1249.0302161790098, 1050.2967910026175, 13, 136.63657704161673, 1], [1239.5790451958621, 1041.3706850740891, 13, 136.63657704161673, 2], [1230.1278742127145, 1032.4445791455607, 13, 136.63657704161673, 2], [1220.6767032295668, 1023.5184732170325, 13, 136.63657704161673, 2], [1211.225532246419, 1014.5923672885042, 13, 136.63657704161673, 2], [1201.7743612632714, 1005.6662613599759, 13, 136.63657704161673, 2], [1192.3231902801238, 996.7401554314476, 13, 136.63657704161673, 2], [1180.883813925922, 990.5643422358492, 13, 151.63657704161673, 0], [1169.44443757172, 984.3885290402507, 13, 151.63657704161673, 2], [1158.0050612175182, 978.2127158446522, 13, 151.63657704161673, 2], [1146.5656848633164, 972.0369026490537, 13, 151.63657704161673, 2], [1135.1263085091146, 965.8610894534552, 13, 151.63657704161673, 2], [1123.6869321549127, 959.6852762578567, 13, 151.63657704161673, 2], [1114.235761171765, 950.7591703293284, 13, 136.63657704161673, 1], [1104.7845901886174, 941.8330644008001, 13, 136.63657704161673, 2], [1095.3334192054697, 932.9069584722719, 13, 136.63657704161673, 2], [1085.882248222322, 923.9808525437436, 13, 136.63657704161673, 2], [1076.4310772391743, 915.0547466152153, 13, 136.63657704161673, 2], [1066.9799062560267, 906.128640686687, 13, 136.63657704161673, 2], [1057.528735272879, 897.2025347581588, 13, 136.63657704161673, 2], [1048.0775642897313, 888.2764288296305, 13, 136.63657704161673, 2], [1036.6381879355295, 882.100615634032, 13, 151.63657704161673, 0], [1025.1988115813276, 875.9248024384335, 13, 151.63657704161673, 2], [1013.7594352271258, 869.748989242835, 13, 151.63657704161673, 2], [1002.3200588729239, 863.5731760472365, 13, 151.63657704161673, 2], [992.8688878897763, 854.6470701187083, 13, 136.63657704161673, 1], [986.0500039613858, 843.5789708251918, 13, 121.63657704161673, 1], [979.2311200329952, 832.5108715316754, 13, 121.63657704161673, 2], [975.5092188303432, 820.0550515491252, 13, 106.63657704161673, 1], [975.1379417696578, 807.0603544251362, 13, 91.63657704161673, 1], [974.7666647089724, 794.0656573011472, 13, 91.63657704161673, 2], [974.3953876482869, 781.0709601771582, 13, 91.63657704161673, 2], [974.0241105876015, 768.0762630531692, 13, 91.63657704161673, 2], [973.6528335269161, 755.0815659291802, 13, 91.63657704161673, 2], [976.6574825263186, 742.4335587979998, 13, 76.63657704161673, 1], [979.6621315257212, 729.7855516668194, 13, 76.63657704161673, 2], [982.6667805251237, 717.137544535639, 13, 76.63657704161673, 2], [985.6714295245263, 704.4895374044586, 13, 76.63657704161673, 2], [988.6760785239288, 691.8415302732782, 13, 76.63657704161673, 2], [991.6807275233314, 679.1935231420978, 13, 76.63657704161673, 2], [994.6853765227339, 666.5455160109174, 13, 76.63657704161673, 2], [997.6900255221365, 653.897508879737, 13, 76.63657704161673, 2], [997.318748461451, 640.902811755748, 13, 91.63657704161673, 0], [993.596847258799, 628.4469917731977, 13, 106.63657704161673, 0], [989.874946056147, 615.9911717906475, 13, 106.63657704161673, 2], [986.153044853495, 603.5353518080973, 13, 106.63657704161673, 2], [982.431143650843, 591.0795318255471, 13, 106.63657704161673, 2], [978.7092424481909, 578.6237118429968, 13, 106.63657704161673, 2], [971.8903585198004, 567.5556125494804, 13, 121.63657704161673, 0], [965.0714745914099, 556.487513255964, 13, 121.63657704161673, 2], [955.6203036082622, 547.5614073274357, 13, 136.63657704161673, 0], [946.1691326251146, 538.6353013989075, 13, 136.63657704161673, 2], [936.7179616419669, 529.7091954703792, 13, 136.63657704161673, 2], [927.2667906588192, 520.7830895418509, 13, 136.63657704161673, 2], [917.8156196756715, 511.8569836133226, 13, 136.63657704161673, 2], [908.3644486925239, 502.93087768479427, 13, 136.63657704161673, 2], [898.9132777093762, 494.00477175626594, 13, 136.63657704161673, 2], [892.0943937809857, 482.9366724627495, 13, 121.63657704161673, 1], [885.2755098525952, 471.8685731692331, 13, 121.63657704161673, 2], [878.4566259242047, 460.8004738757167, 13, 121.63657704161673, 2], [871.6377419958142, 449.7323745822003, 13, 121.63657704161673, 2], [864.8188580674237, 438.6642752886839, 13, 121.63657704161673, 2], [857.9999741390332, 427.59617599516747, 13, 121.63657704161673, 2], [851.1810902106427, 416.52807670165106, 13, 121.63657704161673, 2], [844.3622062822521, 405.45997740813465, 13, 121.63657704161673, 2], [837.5433223538616, 394.39187811461824, 13, 121.63657704161673, 2], [833.8214211512096, 381.936058132068, 13, 106.63657704161673, 1], [830.0995199485576, 369.4802381495178, 13, 106.63657704161673, 2]]"
3,"[[1386.732723796454, 1152.580905807762, 21, 136.63657704161673, 3], [1374.373500203107, 1140.9083057473788, 17, 136.63657704161673, 2], [1364.9223292199592, 1131.9821998188504, 13, 136.63657704161673, 2], [1355.4711582368116, 1123.056093890322, 13, 136.63657704161673, 2], [1346.0199872536639, 1114.1299879617936, 13, 136.63657704161673, 2], [1336.5688162705162, 1105.2038820332652, 13, 136.63657704161673, 2], [1327.1176452873685, 1096.2777761047369, 13, 136.63657704161673, 2], [1317.6664743042209, 1087.3516701762085, 13, 136.63657704161673, 2], [1308.2153033210732, 1078.42556424768, 13, 136.63657704161673, 2], [1298.7641323379255, 1069.4994583191517, 13, 136.63657704161673, 2], [1287.3247559837237, 1063.3236451235532, 13, 151.63657704161673, 0], [1275.8853796295218, 1057.1478319279547, 13, 151.63657704161673, 2], [1264.44600327532, 1050.9720187323562, 13, 151.63657704161673, 2], [1253.0066269211181, 1044.7962055367577, 13, 151.63657704161673, 2], [1241.5672505669163, 1038.6203923411592, 13, 151.63657704161673, 2], [1230.1278742127145, 1032.4445791455607, 13, 151.63657704161673, 2], [1218.6884978585126, 1026.2687659499622, 13, 151.63657704161673, 2], [1207.2491215043108, 1020.0929527543638, 13, 151.63657704161673, 2], [1194.9297931228627, 1013.4420770052576, 14, 151.63657704161673, 3], [1184.7516089871654, 1003.8293475437656, 14, 136.63657704161673, 1], [1177.4814774616673, 996.9631122141284, 10, 136.63657704161673, 2], [1170.2113459361692, 990.0968768844912, 10, 136.63657704161673, 2], [1162.9412144106711, 983.230641554854, 10, 136.63657704161673, 2], [1155.671082885173, 976.3644062252167, 10, 136.63657704161673, 2], [1148.400951359675, 969.4981708955795, 10, 136.63657704161673, 2], [1141.130819834177, 962.6319355659423, 10, 136.63657704161673, 2], [1133.8606883086788, 955.7657002363051, 10, 136.63657704161673, 2], [1126.5905567831808, 948.8994649066678, 10, 136.63657704161673, 2], [1119.3204252576827, 942.0332295770306, 10, 136.63657704161673, 2], [1112.0502937321846, 935.1669942473934, 10, 136.63657704161673, 2], [1104.7801622066866, 928.3007589177562, 10, 136.63657704161673, 2], [1097.5100306811885, 921.434523588119, 10, 136.63657704161673, 2], [1088.7105104087257, 916.6838980530432, 10, 151.63657704161673, 0], [1079.9109901362629, 911.9332725179675, 10, 151.63657704161673, 2], [1071.1114698638, 907.1826469828917, 10, 151.63657704161673, 2], [1062.3119495913372, 902.4320214478159, 10, 151.63657704161673, 2], [1053.5124293188744, 897.6813959127402, 10, 151.63657704161673, 2], [1044.7129090464116, 892.9307703776644, 10, 151.63657704161673, 2], [1035.9133887739488, 888.1801448425887, 10, 151.63657704161673, 2], [1026.2339164742395, 882.9544567540053, 11, 151.63657704161673, 3], [1015.674492147284, 877.2537061119143, 12, 151.63657704161673, 3], [1006.9503343166862, 869.0142237163498, 12, 136.63657704161673, 1], [997.4991633335385, 860.0881177878215, 13, 136.63657704161673, 3], [990.680279405148, 849.0200184943051, 13, 121.63657704161673, 1], [983.3368659438044, 837.1005269474413, 14, 121.63657704161673, 3], [979.3286646486406, 823.6865669662334, 14, 106.63657704161673, 1], [975.0341632609652, 809.3144669863677, 15, 106.63657704161673, 3], [974.6057666524821, 794.3205856894573, 15, 91.63657704161673, 1], [974.2916091395945, 783.3250727383896, 11, 91.63657704161673, 2], [973.9774516267069, 772.329559787322, 11, 91.63657704161673, 2], [976.5198469338936, 761.6273999070925, 11, 76.63657704161673, 1], [979.0622422410804, 750.925240026863, 11, 76.63657704161673, 2], [981.6046375482672, 740.2230801466335, 11, 76.63657704161673, 2], [984.147032855454, 729.520920266404, 11, 76.63657704161673, 2], [986.6894281626408, 718.8187603861745, 11, 76.63657704161673, 2], [989.2318234698275, 708.116600505945, 11, 76.63657704161673, 2], [991.7742187770143, 697.4144406257155, 11, 76.63657704161673, 2], [994.547740930309, 685.7393571200106, 12, 76.63657704161673, 3], [997.5523899297116, 673.0913499888302, 13, 76.63657704161673, 3], [1000.5570389291141, 660.4433428576498, 13, 76.63657704161673, 2], [1000.1857618684287, 647.4486457336608, 13, 91.63657704161673, 0], [999.8144848077433, 634.4539486096718, 13, 91.63657704161673, 2], [996.0925836050912, 621.9981286271216, 13, 106.63657704161673, 0], [992.0843823099275, 608.5841686459137, 14, 106.63657704161673, 3], [987.7898809222521, 594.212068666048, 15, 106.63657704161673, 3], [984.6405799046235, 583.6725286808132, 11, 106.63657704161673, 2], [978.8707550421392, 574.3072138939917, 11, 121.63657704161673, 0], [973.1009301796549, 564.9418991071702, 11, 121.63657704161673, 2], [967.3311053171707, 555.5765843203487, 11, 121.63657704161673, 2], [961.5612804546864, 546.2112695335272, 11, 121.63657704161673, 2], [953.5641357766384, 538.6584106709264, 11, 136.63657704161673, 0], [945.5669910985904, 531.1055518083256, 11, 136.63657704161673, 2], [937.5698464205424, 523.5526929457247, 11, 136.63657704161673, 2], [929.5727017424944, 515.9998340831239, 11, 136.63657704161673, 2], [921.5755570644463, 508.44697522052303, 11, 136.63657704161673, 2], [913.5784123863983, 500.89411635792214, 11, 136.63657704161673, 2], [905.5812677083503, 493.34125749532126, 11, 136.63657704161673, 2], [897.5841230303023, 485.7883986327204, 11, 136.63657704161673, 2], [889.5869783522543, 478.2355397701195, 11, 136.63657704161673, 2], [881.5898336742063, 470.6826809075186, 11, 136.63657704161673, 2], [872.8656758436084, 462.443198511954, 12, 136.63657704161673, 3], [866.571321448171, 452.22649147178504, 12, 121.63657704161673, 1], [860.2769670527337, 442.0097844316161, 12, 121.63657704161673, 2], [853.9826126572963, 431.7930773914471, 12, 121.63657704161673, 2], [847.6882582618589, 421.5763703512782, 12, 121.63657704161673, 2], [840.8693743334684, 410.50827105776176, 13, 121.63657704161673, 3], [837.1474731308164, 398.05245107521154, 13, 106.63657704161673, 1], [836.7761960701309, 385.0577539512225, 13, 91.63657704161673, 1], [839.7808450695335, 372.40974682004213, 13, 76.63657704161673, 1], [845.956658265132, 360.97037046584035, 13, 61.63657704161673, 1]]"
4,"[[1386.732723796454, 1152.580905807762, 21, 136.63657704161673, 3], [1374.373500203107, 1140.9083057473788, 17, 136.63657704161673, 2], [1364.9223292199592, 1131.9821998188504, 13, 136.63657704161673, 2], [1355.4711582368116, 1123.056093890322, 13, 136.63657704161673, 2], [1346.0199872536639, 1114.1299879617936, 13, 136.63657704161673, 2], [1336.5688162705162, 1105.2038820332652, 13, 136.63657704161673, 2], [1327.1176452873685, 1096.2777761047369, 13, 136.63657704161673, 2], [1317.6664743042209, 1087.3516701762085, 13, 136.63657704161673, 2], [1308.2153033210732, 1078.42556424768, 13, 136.63657704161673, 2], [1298.7641323379255, 1069.4994583191517, 13, 136.63657704161673, 2], [1287.3247559837237, 1063.3236451235532, 13, 151.63657704161673, 0], [1275.8853796295218, 1057.1478319279547, 13, 151.63657704161673, 2], [1264.44600327532, 1050.9720187323562, 13, 151.63657704161673, 2], [1253.0066269211181, 1044.7962055367577, 13, 151.63657704161673, 2], [1241.5672505669163, 1038.6203923411592, 13, 151.63657704161673, 2], [1230.1278742127145, 1032.4445791455607, 13, 151.63657704161673, 2], [1218.6884978585126, 1026.2687659499622, 13, 151.63657704161673, 2], [1207.2491215043108, 1020.0929527543638, 13, 151.63657704161673, 2], [1194.9297931228627, 1013.4420770052576, 14, 151.63657704161673, 3], [1184.7516089871654, 1003.8293475437656, 14, 136.63657704161673, 1], [1177.4814774616673, 996.9631122141284, 10, 136.63657704161673, 2], [1170.2113459361692, 990.0968768844912, 10, 136.63657704161673, 2], [1162.9412144106711, 983.230641554854, 10, 136.63657704161673, 2], [1155.671082885173, 976.3644062252167, 10, 136.63657704161673, 2], [1148.400951359675, 969.4981708955795, 10, 136.63657704161673, 2], [1141.130819834177, 962.6319355659423, 10, 136.63657704161673, 2], [1133.8606883086788, 955.7657002363051, 10, 136.63657704161673, 2], [1126.5905567831808, 948.8994649066678, 10, 136.63657704161673, 2], [1119.3204252576827, 942.0332295770306, 10, 136.63657704161673, 2], [1112.0502937321846, 935.1669942473934, 10, 136.63657704161673, 2], [1104.7801622066866, 928.3007589177562, 10, 136.63657704161673, 2], [1097.5100306811885, 921.434523588119, 10, 136.63657704161673, 2], [1088.7105104087257, 916.6838980530432, 10, 151.63657704161673, 0], [1079.9109901362629, 911.9332725179675, 10, 151.63657704161673, 2], [1071.1114698638, 907.1826469828917, 10, 151.63657704161673, 2], [1062.3119495913372, 902.4320214478159, 10, 151.63657704161673, 2], [1053.5124293188744, 897.6813959127402, 10, 151.63657704161673, 2], [1044.7129090464116, 892.9307703776644, 10, 151.63657704161673, 2], [1035.9133887739488, 888.1801448425887, 10, 151.63657704161673, 2], [1026.2339164742395, 882.9544567540053, 11, 151.63657704161673, 3], [1015.674492147284, 877.2537061119143, 12, 151.63657704161673, 3], [1006.9503343166862, 869.0142237163498, 12, 136.63657704161673, 1], [997.4991633335385, 860.0881177878215, 13, 136.63657704161673, 3], [990.680279405148, 849.0200184943051, 13, 121.63657704161673, 1], [983.3368659438044, 837.1005269474413, 14, 121.63657704161673, 3], [979.3286646486406, 823.6865669662334, 14, 106.63657704161673, 1], [975.0341632609652, 809.3144669863677, 15, 106.63657704161673, 3], [974.6057666524821, 794.3205856894573, 15, 91.63657704161673, 1], [974.2916091395945, 783.3250727383896, 11, 91.63657704161673, 2], [973.9774516267069, 772.329559787322, 11, 91.63657704161673, 2], [976.5198469338936, 761.6273999070925, 11, 76.63657704161673, 1], [979.0622422410804, 750.925240026863, 11, 76.63657704161673, 2], [981.6046375482672, 740.2230801466335, 11, 76.63657704161673, 2], [984.147032855454, 729.520920266404, 11, 76.63657704161673, 2], [986.6894281626408, 718.8187603861745, 11, 76.63657704161673, 2], [989.2318234698275, 708.116600505945, 11, 76.63657704161673, 2], [991.7742187770143, 697.4144406257155, 11, 76.63657704161673, 2], [994.547740930309, 685.7393571200106, 12, 76.63657704161673, 3], [997.5523899297116, 673.0913499888302, 13, 76.63657704161673, 3], [1000.5570389291141, 660.4433428576498, 13, 76.63657704161673, 2], [1000.1857618684287, 647.4486457336608, 13, 91.63657704161673, 0], [999.8144848077433, 634.4539486096718, 13, 91.63657704161673, 2], [996.0925836050912, 621.9981286271216, 13, 106.63657704161673, 0], [992.0843823099275, 608.5841686459137, 14, 106.63657704161673, 3], [987.7898809222521, 594.212068666048, 15, 106.63657704161673, 3], [984.6405799046235, 583.6725286808132, 11, 106.63657704161673, 2], [978.8707550421392, 574.3072138939917, 11, 121.63657704161673, 0], [973.1009301796549, 564.9418991071702, 11, 121.63657704161673, 2], [967.3311053171707, 555.5765843203487, 11, 121.63657704161673, 2], [961.5612804546864, 546.2112695335272, 11, 121.63657704161673, 2], [953.5641357766384, 538.6584106709264, 11, 136.63657704161673, 0], [945.5669910985904, 531.1055518083256, 11, 136.63657704161673, 2], [937.5698464205424, 523.5526929457247, 11, 136.63657704161673, 2], [929.5727017424944, 515.9998340831239, 11, 136.63657704161673, 2], [921.5755570644463, 508.44697522052303, 11, 136.63657704161673, 2], [913.5784123863983, 500.89411635792214, 11, 136.63657704161673, 2], [905.5812677083503, 493.34125749532126, 11, 136.63657704161673, 2], [897.5841230303023, 485.7883986327204, 11, 136.63657704161673, 2], [889.5869783522543, 478.2355397701195, 11, 136.63657704161673, 2], [881.5898336742063, 470.6826809075186, 11, 136.63657704161673, 2], [872.8656758436084, 462.443198511954, 12, 136.63657704161673, 3], [866.571321448171, 452.22649147178504, 12, 121.63657704161673, 1], [860.2769670527337, 442.0097844316161, 12, 121.63657704161673, 2], [853.9826126572963, 431.7930773914471, 12, 121.63657704161673, 2], [847.6882582618589, 421.5763703512782, 12, 121.63657704161673, 2], [840.8693743334684, 410.50827105776176, 13, 121.63657704161673, 3], [837.1474731308164, 398.05245107521154, 13, 106.63657704161673, 1], [836.7761960701309, 385.0577539512225, 13, 91.63657704161673, 1], [839.7808450695335, 372.40974682004213, 13, 76.63657704161673, 1], [845.956658265132, 360.97037046584035, 13, 61.63657704161673, 1]]"
