car,racing_line
7,"[[751.0, 920.0, 21, 0.0, 3], [771.2844423520704, 914.5648000528471, 21, 15.0, 0], [789.4709758315436, 904.0648000528471, 21, 30.0, 0], [808.5235347148013, 893.0648000528471, 22, 30.0, 3], [828.4421190018434, 881.5648000528471, 23, 30.0, 3], [849.2267286926699, 869.5648000528471, 24, 30.0, 3]]"
5,"[[746.0, 920.0, 16, 0.0, 2], [763.0, 920.0, 17, 0.0, 3], [781.0, 920.0, 18, 0.0, 3], [800.0, 920.0, 19, 0.0, 3], [820.0, 920.0, 20, 0.0, 3], [841.0, 920.0, 21, 0.0, 3], [863.0, 920.0, 22, 0.0, 3], [886.0, 920.0, 23, 0.0, 3], [910.0, 920.0, 24, 0.0, 3], [935.0, 920.0, 25, 0.0, 3], [961.0, 920.0, 26, 0.0, 3], [988.0, 920.0, 27, 0.0, 3], [1014.0799973098049, 913.011885782232, 27, 15.0, 0], [1041.1259204458988, 905.7649525193614, 28, 15.0, 3], [1069.1377694082819, 898.2592002113882, 29, 15.0, 3], [1094.2525061180306, 883.7592002113882, 29, 30.0, 0], [1120.2332682315637, 868.7592002113882, 30, 30.0, 3], [1147.0800557488813, 853.2592002113882, 31, 30.0, 3], [1174.7928686699834, 837.2592002113882, 32, 30.0, 3], [1203.3717069948698, 820.7592002113882, 33, 30.0, 3], [1228.4864437046185, 806.2592002113882, 29, 30.0, 2], [1250.1370787992296, 793.7592002113882, 25, 30.0, 2], [1267.8147483288933, 776.0815306817245, 25, 45.0, 0], [1280.3147483288933, 754.4308955871136, 25, 60.0, 0]]"
9,"[[746.0, 920.0, 16, 0.0, 2], [758.0, 920.0, 12, 0.0, 2], [770.0, 920.0, 12, 0.0, 2], [782.0, 920.0, 12, 0.0, 2], [794.0, 920.0, 12, 0.0, 2], [806.0, 920.0, 12, 0.0, 2], [818.0, 920.0, 12, 0.0, 2], [830.0, 920.0, 12, 0.0, 2], [842.0, 920.0, 12, 0.0, 2], [854.0, 920.0, 12, 0.0, 2], [866.0, 920.0, 12, 0.0, 2], [878.0, 920.0, 12, 0.0, 2], [890.0, 920.0, 12, 0.0, 2], [902.0, 920.0, 12, 0.0, 2], [914.0, 920.0, 12, 0.0, 2], [926.0, 920.0, 12, 0.0, 2], [938.0, 920.0, 12, 0.0, 2], [950.0, 920.0, 12, 0.0, 2], [962.0, 920.0, 12, 0.0, 2], [974.0, 920.0, 12, 0.0, 2], [987.0, 920.0, 13, 0.0, 3], [1001.0, 920.0, 14, 0.0, 3], [1016.0, 920.0, 15, 0.0, 3], [1032.0, 920.0, 16, 0.0, 3], [1049.0, 920.0, 17, 0.0, 3], [1067.0, 920.0, 18, 0.0, 3], [1086.0, 920.0, 19, 0.0, 3]]"
8,"[[746.0, 920.0, 16, 0.0, 2], [758.0, 920.0, 12, 0.0, 2], [770.0, 920.0, 12, 0.0, 2], [782.0, 920.0, 12, 0.0, 2], [794.0, 920.0, 12, 0.0, 2], [806.0, 920.0, 12, 0.0, 2], [818.0, 920.0, 12, 0.0, 2], [830.0, 920.0, 12, 0.0, 2], [842.0, 920.0, 12, 0.0, 2], [854.0, 920.0, 12, 0.0, 2], [866.0, 920.0, 12, 0.0, 2], [878.0, 920.0, 12, 0.0, 2], [890.0, 920.0, 12, 0.0, 2], [902.0, 920.0, 12, 0.0, 2], [914.0, 920.0, 12, 0.0, 2], [926.0, 920.0, 12, 0.0, 2], [938.0, 920.0, 12, 0.0, 2], [950.0, 920.0, 12, 0.0, 2], [962.0, 920.0, 12, 0.0, 2], [974.0, 920.0, 12, 0.0, 2], [986.0, 920.0, 12, 0.0, 2], [998.0, 920.0, 12, 0.0, 2], [1010.0, 920.0, 12, 0.0, 2], [1022.0, 920.0, 12, 0.0, 2], [1034.0, 920.0, 12, 0.0, 2], [1046.0, 920.0, 12, 0.0, 2], [1058.0, 920.0, 12, 0.0, 2], [1070.0, 920.0, 12, 0.0, 2], [1082.0, 920.0, 12, 0.0, 2]]"
4,"[[746.0, 920.0, 16, 0.0, 2], [758.0, 920.0, 12, 0.0, 2], [770.0, 920.0, 12, 0.0, 2], [782.0, 920.0, 12, 0.0, 2], [794.0, 920.0, 12, 0.0, 2], [806.0, 920.0, 12, 0.0, 2], [819.0, 920.0, 13, 0.0, 3], [833.0, 920.0, 14, 0.0, 3], [843.0, 920.0, 10, 0.0, 2], [853.0, 920.0, 10, 0.0, 2], [863.0, 920.0, 10, 0.0, 2], [873.0, 920.0, 10, 0.0, 2], [883.0, 920.0, 10, 0.0, 2], [893.0, 920.0, 10, 0.0, 2], [903.0, 920.0, 10, 0.0, 2], [913.0, 920.0, 10, 0.0, 2], [923.0, 920.0, 10, 0.0, 2], [933.0, 920.0, 10, 0.0, 2], [943.0, 920.0, 10, 0.0, 2], [953.0, 920.0, 10, 0.0, 2], [963.0, 920.0, 10, 0.0, 2], [973.0, 920.0, 10, 0.0, 2], [983.0, 920.0, 10, 0.0, 2], [994.0, 920.0, 11, 0.0, 3], [1006.0, 920.0, 12, 0.0, 3], [1019.0, 920.0, 13, 0.0, 3], [1033.0, 920.0, 14, 0.0, 3], [1048.0, 920.0, 15, 0.0, 3], [1064.0, 920.0, 16, 0.0, 3], [1081.0, 920.0, 17, 0.0, 3], [1099.0, 920.0, 18, 0.0, 3]]"
6,"[[751.0, 920.0, 21, 0.0, 3], [768.0, 920.0, 17, 0.0, 2], [781.0, 920.0, 13, 0.0, 2], [794.0, 920.0, 13, 0.0, 2], [807.0, 920.0, 13, 0.0, 2], [820.0, 920.0, 13, 0.0, 2], [833.0, 920.0, 13, 0.0, 2], [846.0, 920.0, 13, 0.0, 2], [859.0, 920.0, 13, 0.0, 2], [873.0, 920.0, 14, 0.0, 3], [888.0, 920.0, 15, 0.0, 3], [904.0, 920.0, 16, 0.0, 3], [921.0, 920.0, 17, 0.0, 3], [939.0, 920.0, 18, 0.0, 3], [958.0, 920.0, 19, 0.0, 3], [978.0, 920.0, 20, 0.0, 3], [997.3185165257813, 914.8236190979496, 20, 15.0, 0], [1012.7733297464064, 910.6825143763093, 16, 15.0, 2], [1024.3644396618752, 907.576685835079, 12, 15.0, 2], [1035.955549577344, 904.4708572938488, 12, 15.0, 2], [1048.512585319102, 901.106209707516, 13, 15.0, 3], [1061.06962106086, 897.7415621211832, 13, 15.0, 2], [1073.626656802618, 894.3769145348504, 13, 15.0, 2], [1087.149618370665, 890.7534479034151, 14, 15.0, 3], [1101.638505765001, 886.8711622268773, 15, 15.0, 3], [1117.093318985626, 882.730057505237, 16, 15.0, 3], [1133.51405803254, 878.3301337384942, 17, 15.0, 3], [1148.2364898968756, 869.8301337384942, 17, 30.0, 0], [1160.2573051770469, 857.8093184583229, 17, 45.0, 0], [1172.9852272384048, 845.081396396965, 18, 45.0, 3], [1182.8847221750166, 835.1819014603534, 14, 45.0, 2], [1189.955789986882, 828.1108336484879, 10, 45.0, 2], [1197.0268577987476, 821.0397658366223, 10, 45.0, 2], [1204.0979256106132, 813.9686980247568, 10, 45.0, 2], [1211.1689934224787, 806.8976302128913, 10, 45.0, 2], [1218.2400612343442, 799.8265624010257, 10, 45.0, 2], [1225.3111290462098, 792.7554945891602, 10, 45.0, 2], [1232.3821968580753, 785.6844267772947, 10, 45.0, 2], [1239.4532646699408, 778.6133589654291, 10, 45.0, 2], [1246.5243324818064, 771.5422911535636, 10, 45.0, 2], [1253.595400293672, 764.4712233416981, 10, 45.0, 2], [1260.6664681055374, 757.4001555298325, 10, 45.0, 2]]"
3,"[[746.0, 920.0, 16, 0.0, 2], [758.0, 920.0, 12, 0.0, 2], [770.0, 920.0, 12, 0.0, 2], [782.0, 920.0, 12, 0.0, 2], [794.0, 920.0, 12, 0.0, 2], [806.0, 920.0, 12, 0.0, 2], [818.0, 920.0, 12, 0.0, 2], [830.0, 920.0, 12, 0.0, 2], [842.0, 920.0, 12, 0.0, 2], [854.0, 920.0, 12, 0.0, 2], [866.0, 920.0, 12, 0.0, 2], [878.0, 920.0, 12, 0.0, 2], [890.0, 920.0, 12, 0.0, 2], [902.0, 920.0, 12, 0.0, 2], [914.0, 920.0, 12, 0.0, 2], [926.0, 920.0, 12, 0.0, 2], [937.5911099154688, 916.8941714587697, 12, 15.0, 0], [949.1822198309376, 913.7883429175395, 12, 15.0, 2], [960.7733297464064, 910.6825143763092, 12, 15.0, 2], [972.3644396618752, 907.5766858350789, 12, 15.0, 2], [983.955549577344, 904.4708572938487, 12, 15.0, 2], [995.5466594928128, 901.3650287526184, 12, 15.0, 2], [1007.1377694082815, 898.2592002113881, 12, 15.0, 2], [1018.7288793237503, 895.1533716701579, 12, 15.0, 2], [1030.3199892392192, 892.0475431289276, 12, 15.0, 2], [1041.9110991546881, 888.9417145876973, 12, 15.0, 2], [1053.502209070157, 885.8358860464671, 12, 15.0, 2], [1065.093318985626, 882.7300575052368, 12, 15.0, 2], [1076.6844289010949, 879.6242289640065, 12, 15.0, 2], [1088.2755388165638, 876.5184004227763, 12, 15.0, 2], [1099.8666487320327, 873.412571881546, 12, 15.0, 2], [1110.258953577446, 867.412571881546, 12, 30.0, 0], [1118.7442349516846, 858.9272905073075, 12, 45.0, 0], [1127.2295163259232, 850.442009133069, 12, 45.0, 2], [1135.7147977001619, 841.9567277588304, 12, 45.0, 2], [1144.2000790744005, 833.4714463845919, 12, 45.0, 2], [1152.6853604486391, 824.9861650103534, 12, 45.0, 2], [1161.1706418228778, 816.5008836361148, 12, 45.0, 2], [1169.6559231971164, 808.0156022618763, 12, 45.0, 2], [1178.141204571355, 799.5303208876378, 12, 45.0, 2], [1186.6264859455937, 791.0450395133993, 12, 45.0, 2], [1195.1117673198323, 782.5597581391607, 12, 45.0, 2], [1203.597048694071, 774.0744767649222, 12, 45.0, 2], [1212.0823300683096, 765.5891953906837, 12, 45.0, 2], [1220.5676114425482, 757.1039140164452, 12, 45.0, 2], [1229.0528928167869, 748.6186326422066, 12, 45.0, 2]]"
0,"[[746.0, 920.0, 16, 0.0, 2], [758.0, 920.0, 12, 0.0, 2], [770.0, 920.0, 12, 0.0, 2], [782.0, 920.0, 12, 0.0, 2], [794.0, 920.0, 12, 0.0, 2], [806.0, 920.0, 12, 0.0, 2], [818.0, 920.0, 12, 0.0, 2], [830.0, 920.0, 12, 0.0, 2], [842.0, 920.0, 12, 0.0, 2], [854.0, 920.0, 12, 0.0, 2], [866.0, 920.0, 12, 0.0, 2], [878.0, 920.0, 12, 0.0, 2], [890.0, 920.0, 12, 0.0, 2], [902.0, 920.0, 12, 0.0, 2], [914.0, 920.0, 12, 0.0, 2], [926.0, 920.0, 12, 0.0, 2], [938.0, 920.0, 12, 0.0, 2], [950.0, 920.0, 12, 0.0, 2], [962.0, 920.0, 12, 0.0, 2], [974.0, 920.0, 12, 0.0, 2], [985.5911099154688, 916.8941714587697, 12, 15.0, 0], [997.1822198309376, 913.7883429175395, 12, 15.0, 2], [1008.7733297464064, 910.6825143763092, 12, 15.0, 2], [1020.3644396618752, 907.5766858350789, 12, 15.0, 2], [1031.955549577344, 904.4708572938487, 12, 15.0, 2], [1042.3478544227573, 898.4708572938487, 12, 30.0, 0], [1052.7401592681706, 892.4708572938487, 12, 30.0, 2], [1063.1324641135839, 886.4708572938487, 12, 30.0, 2], [1073.5247689589971, 880.4708572938487, 12, 30.0, 2], [1083.9170738044104, 874.4708572938487, 12, 30.0, 2], [1094.3093786498237, 868.4708572938487, 12, 30.0, 2], [1104.701683495237, 862.4708572938487, 12, 30.0, 2], [1115.0939883406502, 856.4708572938487, 12, 30.0, 2], [1125.4862931860634, 850.4708572938487, 12, 30.0, 2], [1135.8785980314767, 844.4708572938487, 12, 30.0, 2], [1146.27090287689, 838.4708572938487, 12, 30.0, 2], [1156.6632077223032, 832.4708572938487, 12, 30.0, 2], [1167.0555125677165, 826.4708572938487, 12, 30.0, 2], [1177.4478174131298, 820.4708572938487, 12, 30.0, 2], [1187.840122258543, 814.4708572938487, 12, 30.0, 2], [1198.2324271039563, 808.4708572938487, 12, 30.0, 2], [1208.6247319493696, 802.4708572938487, 12, 30.0, 2], [1219.0170367947828, 796.4708572938487, 12, 30.0, 2], [1229.409341640196, 790.4708572938487, 12, 30.0, 2], [1239.8016464856094, 784.4708572938487, 12, 30.0, 2], [1250.1939513310226, 778.4708572938487, 12, 30.0, 2], [1260.5862561764359, 772.4708572938487, 12, 30.0, 2], [1270.9785610218491, 766.4708572938487, 12, 30.0, 2]]"
1,"[[746.0, 920.0, 16, 0.0, 2], [758.0, 920.0, 12, 0.0, 2], [770.0, 920.0, 12, 0.0, 2], [782.0, 920.0, 12, 0.0, 2], [794.0, 920.0, 12, 0.0, 2], [806.0, 920.0, 12, 0.0, 2], [818.0, 920.0, 12, 0.0, 2], [830.0, 920.0, 12, 0.0, 2], [842.0, 920.0, 12, 0.0, 2], [854.0, 920.0, 12, 0.0, 2], [866.0, 920.0, 12, 0.0, 2], [878.0, 920.0, 12, 0.0, 2], [890.0, 920.0, 12, 0.0, 2], [902.0, 920.0, 12, 0.0, 2], [914.0, 920.0, 12, 0.0, 2], [926.0, 920.0, 12, 0.0, 2], [938.0, 920.0, 12, 0.0, 2], [950.0, 920.0, 12, 0.0, 2], [962.0, 920.0, 12, 0.0, 2], [974.0, 920.0, 12, 0.0, 2], [986.0, 920.0, 12, 0.0, 2], [997.5911099154688, 916.8941714587697, 12, 15.0, 0], [1009.1822198309376, 913.7883429175395, 12, 15.0, 2], [1020.7733297464064, 910.6825143763092, 12, 15.0, 2], [1032.3644396618752, 907.5766858350789, 12, 15.0, 2], [1043.955549577344, 904.4708572938487, 12, 15.0, 2], [1055.546659492813, 901.3650287526184, 12, 15.0, 2], [1067.1377694082819, 898.2592002113881, 12, 15.0, 2], [1077.5300742536951, 892.2592002113881, 12, 30.0, 0], [1087.9223790991084, 886.2592002113881, 12, 30.0, 2], [1098.3146839445217, 880.2592002113881, 12, 30.0, 2], [1108.706988789935, 874.2592002113881, 12, 30.0, 2], [1119.0992936353482, 868.2592002113881, 12, 30.0, 2], [1129.4915984807615, 862.2592002113881, 12, 30.0, 2], [1139.8839033261747, 856.2592002113881, 12, 30.0, 2], [1150.276208171588, 850.2592002113881, 12, 30.0, 2], [1160.6685130170013, 844.2592002113881, 12, 30.0, 2], [1171.0608178624145, 838.2592002113881, 12, 30.0, 2], [1181.4531227078278, 832.2592002113881, 12, 30.0, 2], [1191.845427553241, 826.2592002113881, 12, 30.0, 2], [1202.2377323986543, 820.2592002113881, 12, 30.0, 2], [1212.6300372440676, 814.2592002113881, 12, 30.0, 2], [1223.0223420894808, 808.2592002113881, 12, 30.0, 2], [1233.414646934894, 802.2592002113881, 12, 30.0, 2], [1243.8069517803074, 796.2592002113881, 12, 30.0, 2], [1254.1992566257206, 790.2592002113881, 12, 30.0, 2], [1264.591561471134, 784.2592002113881, 12, 30.0, 2], [1274.9838663165472, 778.2592002113881, 12, 30.0, 2]]"
2,"[[746.0, 920.0, 16, 0.0, 2], [758.0, 920.0, 12, 0.0, 2], [770.0, 920.0, 12, 0.0, 2], [782.0, 920.0, 12, 0.0, 2], [794.0, 920.0, 12, 0.0, 2], [806.0, 920.0, 12, 0.0, 2], [818.0, 920.0, 12, 0.0, 2], [830.0, 920.0, 12, 0.0, 2], [842.0, 920.0, 12, 0.0, 2], [854.0, 920.0, 12, 0.0, 2], [866.0, 920.0, 12, 0.0, 2], [878.0, 920.0, 12, 0.0, 2], [890.0, 920.0, 12, 0.0, 2], [902.0, 920.0, 12, 0.0, 2], [914.0, 920.0, 12, 0.0, 2], [926.0, 920.0, 12, 0.0, 2], [938.0, 920.0, 12, 0.0, 2], [950.0, 920.0, 12, 0.0, 2], [962.0, 920.0, 12, 0.0, 2], [974.0, 920.0, 12, 0.0, 2], [985.5911099154688, 916.8941714587697, 12, 15.0, 0], [997.1822198309376, 913.7883429175395, 12, 15.0, 2], [1008.7733297464064, 910.6825143763092, 12, 15.0, 2], [1020.3644396618752, 907.5766858350789, 12, 15.0, 2], [1031.955549577344, 904.4708572938487, 12, 15.0, 2], [1042.3478544227573, 898.4708572938487, 12, 30.0, 0], [1052.7401592681706, 892.4708572938487, 12, 30.0, 2], [1063.1324641135839, 886.4708572938487, 12, 30.0, 2], [1073.5247689589971, 880.4708572938487, 12, 30.0, 2], [1083.9170738044104, 874.4708572938487, 12, 30.0, 2], [1094.3093786498237, 868.4708572938487, 12, 30.0, 2], [1104.701683495237, 862.4708572938487, 12, 30.0, 2], [1115.0939883406502, 856.4708572938487, 12, 30.0, 2], [1125.4862931860634, 850.4708572938487, 12, 30.0, 2], [1135.8785980314767, 844.4708572938487, 12, 30.0, 2], [1146.27090287689, 838.4708572938487, 12, 30.0, 2], [1156.6632077223032, 832.4708572938487, 12, 30.0, 2], [1167.0555125677165, 826.4708572938487, 12, 30.0, 2], [1177.4478174131298, 820.4708572938487, 12, 30.0, 2], [1187.840122258543, 814.4708572938487, 12, 30.0, 2], [1198.2324271039563, 808.4708572938487, 12, 30.0, 2], [1208.6247319493696, 802.4708572938487, 12, 30.0, 2], [1219.0170367947828, 796.4708572938487, 12, 30.0, 2], [1229.409341640196, 790.4708572938487, 12, 30.0, 2], [1239.8016464856094, 784.4708572938487, 12, 30.0, 2], [1250.1939513310226, 778.4708572938487, 12, 30.0, 2], [1258.6792327052613, 769.9855759196101, 12, 45.0, 0], [1264.6792327052613, 759.5932710741969, 12, 60.0, 0]]"
